epoch,step,test_acc,test_f1,test_loss,train_acc,train_loss,valid_acc,valid_loss
0,49,,,,0.75,1.4154222011566162,,
0,99,,,,0.0,2.165422201156616,,
0,149,,,,0.0,2.165422201156616,,
0,177,,,,,,0.21249999105930328,1.9492007493972778
1,199,,,,0.0,2.165422201156616,,
1,249,,,,0.25,1.9154222011566162,,
1,299,,,,0.25,1.9154222011566162,,
1,349,,,,0.0,2.165422201156616,,
1,355,,,,,,0.22583334147930145,1.9410924911499023
2,399,,,,0.75,1.4154222011566162,,
2,449,,,,0.5,1.6654222011566162,,
2,499,,,,0.25,1.9154222011566162,,
2,533,,,,,,0.22583334147930145,1.939588189125061
3,549,,,,0.0,2.165422201156616,,
3,599,,,,0.25,1.9154222011566162,,
3,649,,,,0.5,1.6654222011566162,,
3,699,,,,0.5,1.6654222011566162,,
3,711,,,,,,0.1991666555404663,1.9662548303604126
4,749,,,,0.25,1.9154222011566162,,
4,799,,,,0.25,1.9154222011566162,,
4,849,,,,0.25,1.9154222011566162,,
4,889,,,,,,0.2095833271741867,1.95584237575531
5,899,,,,0.0,2.165422201156616,,
5,949,,,,0.0,2.165422201156616,,
5,999,,,,0.25,1.9154222011566162,,
5,1049,,,,0.0,2.165422201156616,,
5,1067,,,,,,0.2095833271741867,1.9558382034301758
6,1099,,,,0.25,1.9154222011566162,,
6,1149,,,,0.5,1.6654222011566162,,
6,1199,,,,0.25,1.9154222011566162,,
6,1245,,,,,,0.2095833271741867,1.9558382034301758
7,1249,,,,0.0,2.165422201156616,,
7,1299,,,,0.0,2.165422201156616,,
7,1349,,,,0.25,1.9154222011566162,,
7,1399,,,,0.5,1.6654222011566162,,
7,1423,,,,,,0.22291666269302368,1.9425048828125
8,1449,,,,0.0,2.165422201156616,,
8,1499,,,,0.25,1.9154222011566162,,
8,1549,,,,0.0,2.165422201156616,,
8,1599,,,,0.25,1.9154222011566162,,
8,1601,,,,,,0.22291666269302368,1.9425048828125
9,1649,,,,0.0,2.165422201156616,,
9,1699,,,,0.5,1.6654222011566162,,
9,1749,,,,0.0,2.165422201156616,,
9,1779,,,,,,0.22291666269302368,1.9425048828125
10,1799,,,,0.0,2.165422201156616,,
10,1849,,,,0.25,1.9154222011566162,,
10,1899,,,,0.25,1.9154222011566162,,
10,1949,,,,0.0,2.165422201156616,,
10,1957,,,,,,0.22291666269302368,1.9425048828125
11,1999,,,,0.0,2.165422201156616,,
11,2049,,,,0.0,2.165422201156616,,
11,2099,,,,0.0,2.165422201156616,,
11,2135,,,,,,0.23624999821186066,1.9291635751724243
12,2149,,,,0.0,2.165422201156616,,
12,2199,,,,0.25,1.9154222011566162,,
12,2249,,,,0.25,1.9154222011566162,,
12,2299,,,,0.5,1.6654222011566162,,
12,2313,,,,,,0.23624999821186066,1.9291715621948242
13,2349,,,,0.75,1.4154222011566162,,
13,2399,,,,0.5,1.6654222011566162,,
13,2449,,,,0.5,1.6654222011566162,,
13,2491,,,,,,0.23624999821186066,1.9291715621948242
