CMDLINE python src/compress/measure_memory_v1.py
MEM 1.320312 1778621339.5710
MEM 26.304688 1778621339.6713
MEM 40.066406 1778621339.7717
MEM 46.167969 1778621339.8720
MEM 49.050781 1778621339.9722
MEM 51.750000 1778621340.0725
MEM 53.601562 1778621340.1728
MEM 54.554688 1778621340.2730
MEM 91.945312 1778621340.3733
MEM 93.917969 1778621340.4735
MEM 101.253906 1778621340.5738
MEM 105.312500 1778621340.6740
MEM 110.328125 1778621340.7743
MEM 113.363281 1778621340.8746
MEM 117.996094 1778621340.9749
MEM 121.406250 1778621341.0752
MEM 122.863281 1778621341.1755
MEM 125.921875 1778621341.2757
MEM 128.394531 1778621341.3760
MEM 129.968750 1778621341.4763
MEM 133.273438 1778621341.5765
MEM 136.488281 1778621341.6768
MEM 138.304688 1778621341.7771
MEM 168.148438 1778621341.8774
MEM 174.210938 1778621341.9776
MEM 180.734375 1778621342.0779
MEM 184.269531 1778621342.1782
MEM 193.308594 1778621342.2785
MEM 193.687500 1778621342.3788
MEM 194.234375 1778621342.4790
MEM 194.777344 1778621342.5793
MEM 197.480469 1778621342.6795
MEM 199.367188 1778621342.7798
MEM 201.218750 1778621342.8801
MEM 204.355469 1778621342.9803
MEM 209.066406 1778621343.0806
MEM 213.042969 1778621343.1809
MEM 214.667969 1778621343.2811
MEM 215.480469 1778621343.3814
MEM 215.480469 1778621343.4817
MEM 215.480469 1778621343.5819
MEM 216.914062 1778621343.6822
MEM 217.191406 1778621343.7825
MEM 218.812500 1778621343.8827
MEM 220.843750 1778621343.9830
MEM 221.375000 1778621344.0833
MEM 221.632812 1778621344.1835
MEM 221.890625 1778621344.2838
MEM 225.882812 1778621344.3841
MEM 228.480469 1778621344.4843
MEM 230.679688 1778621344.5846
MEM 234.429688 1778621344.6849
MEM 234.429688 1778621344.7853
MEM 235.132812 1778621344.8857
MEM 236.179688 1778621344.9860
MEM 237.847656 1778621345.0862
MEM 240.570312 1778621345.1865
MEM 242.570312 1778621345.2868
MEM 244.085938 1778621345.3871
MEM 244.343750 1778621345.4873
MEM 245.324219 1778621345.5876
MEM 245.593750 1778621345.6879
MEM 245.847656 1778621345.7881
MEM 247.386719 1778621345.8884
MEM 247.523438 1778621345.9886
MEM 248.289062 1778621346.0889
MEM 248.914062 1778621346.1892
MEM 249.484375 1778621346.2894
MEM 250.613281 1778621346.3897
MEM 250.863281 1778621346.4900
MEM 252.070312 1778621346.5902
MEM 252.835938 1778621346.6905
MEM 253.277344 1778621346.7908
MEM 253.785156 1778621346.8910
MEM 254.042969 1778621346.9913
MEM 254.558594 1778621347.0916
MEM 257.421875 1778621347.1918
MEM 262.316406 1778621347.2921
MEM 262.316406 1778621347.3923
MEM 262.316406 1778621347.4926
MEM 262.316406 1778621347.5929
MEM 262.316406 1778621347.6931
MEM 263.542969 1778621347.7934
MEM 264.632812 1778621347.8937
MEM 289.839844 1778621347.9941
MEM 319.414062 1778621348.0945
MEM 354.480469 1778621348.1949
MEM 368.812500 1778621348.2953
MEM 409.281250 1778621348.3958
MEM 452.714844 1778621348.4962
MEM 463.136719 1778621348.5966
MEM 515.605469 1778621348.6971
MEM 547.839844 1778621348.7975
MEM 576.128906 1778621348.8980
MEM 626.214844 1778621348.9984
MEM 626.214844 1778621349.0988
MEM 678.613281 1778621349.1992
MEM 726.324219 1778621349.2997
MEM 726.324219 1778621349.4001
MEM 751.343750 1778621349.5006
MEM 719.343750 1778621349.6012
MEM 719.343750 1778621349.7018
MEM 719.343750 1778621349.8023
MEM 719.343750 1778621349.9028
MEM 719.343750 1778621350.0033
MEM 719.343750 1778621350.1039
MEM 719.343750 1778621350.2044
MEM 719.343750 1778621350.3049
MEM 719.343750 1778621350.4054
MEM 719.343750 1778621350.5059
MEM 719.343750 1778621350.6064
MEM 719.343750 1778621350.7069
MEM 719.343750 1778621350.8074
MEM 719.343750 1778621350.9079
MEM 719.343750 1778621351.0085
MEM 719.343750 1778621351.1090
MEM 719.343750 1778621351.2095
MEM 719.343750 1778621351.3100
MEM 719.343750 1778621351.4105
MEM 719.343750 1778621351.5110
MEM 719.343750 1778621351.6115
MEM 719.343750 1778621351.7120
MEM 719.343750 1778621351.8125
MEM 719.343750 1778621351.9130
MEM 719.343750 1778621352.0136
MEM 719.343750 1778621352.1141
MEM 719.343750 1778621352.2146
MEM 719.343750 1778621352.3151
MEM 719.343750 1778621352.4156
MEM 719.343750 1778621352.5161
MEM 719.343750 1778621352.6166
MEM 719.343750 1778621352.7170
MEM 719.343750 1778621352.8174
MEM 447.093750 1778621352.9179
MEM 310.343750 1778621353.0183
MEM 0.000000 1778621353.1187
