CMDLINE python src/compress/measure_memory_v1.py
MEM 1544.339844 1778268747.9393
MEM 1620.468750 1778268748.0398
MEM 1696.304688 1778268748.1402
MEM 1772.042969 1778268748.2406
MEM 1813.445312 1778268748.3410
MEM 1813.445312 1778268748.4415
MEM 1813.445312 1778268748.5420
MEM 1813.445312 1778268748.6424
MEM 1813.445312 1778268748.7429
MEM 1839.960938 1778268748.8432
MEM 1915.703125 1778268748.9437
MEM 1991.636719 1778268749.0441
MEM 2067.562500 1778268749.1445
MEM 2142.902344 1778268749.2449
MEM 2165.886719 1778268749.3453
MEM 2165.886719 1778268749.4458
MEM 2165.886719 1778268749.5462
MEM 2165.886719 1778268749.6467
MEM 2165.886719 1778268749.7471
MEM 2165.886719 1778268749.8475
MEM 2202.746094 1778268749.9479
MEM 2278.679688 1778268750.0483
MEM 2354.769531 1778268750.1487
MEM 2544.968750 1778268750.2491
MEM 2620.867188 1778268750.3495
MEM 2696.656250 1778268750.4499
MEM 2732.968750 1778268750.5503
MEM 2732.968750 1778268750.6508
MEM 2732.968750 1778268750.7513
MEM 2732.968750 1778268750.8518
MEM 2732.968750 1778268750.9522
MEM 2732.968750 1778268751.0526
MEM 2732.968750 1778268751.1531
MEM 2732.968750 1778268751.2534
MEM 2802.222656 1778268751.3538
MEM 2877.996094 1778268751.4543
MEM 2953.597656 1778268751.5546
MEM 3029.683594 1778268751.6550
MEM 3105.468750 1778268751.7555
MEM 3181.222656 1778268751.8559
MEM 3256.910156 1778268751.9563
MEM 3273.179688 1778268752.0567
MEM 3273.179688 1778268752.1571
MEM 3273.179688 1778268752.2576
MEM 3273.179688 1778268752.3581
MEM 3273.179688 1778268752.4585
MEM 3273.179688 1778268752.5588
MEM 3273.179688 1778268752.6593
MEM 3273.179688 1778268752.7597
MEM 3273.179688 1778268752.8600
MEM 3309.847656 1778268752.9604
MEM 3385.843750 1778268753.0608
MEM 3461.707031 1778268753.1612
MEM 3537.480469 1778268753.2616
MEM 3613.246094 1778268753.3621
MEM 3689.191406 1778268753.4625
MEM 3764.808594 1778268753.5628
MEM 3840.539062 1778268753.6633
MEM 3916.378906 1778268753.7637
MEM 3941.074219 1778268753.8641
MEM 3941.074219 1778268753.9644
MEM 3941.074219 1778268754.0649
MEM 3941.074219 1778268754.1654
MEM 3941.074219 1778268754.2658
MEM 3941.074219 1778268754.3663
MEM 3941.074219 1778268754.4666
MEM 3941.074219 1778268754.5670
MEM 3941.074219 1778268754.6674
MEM 3941.074219 1778268754.7678
MEM 3941.074219 1778268754.8681
MEM 3959.589844 1778268754.9683
MEM 4035.425781 1778268755.0688
MEM 4111.613281 1778268755.1692
MEM 4187.316406 1778268755.2696
MEM 4263.214844 1778268755.3700
MEM 4338.968750 1778268755.4705
MEM 4414.871094 1778268755.5709
MEM 4506.292969 1778268755.6713
MEM 4795.574219 1778268755.7717
MEM 4871.515625 1778268755.8721
MEM 4947.800781 1778268755.9725
MEM 5023.871094 1778268756.0729
MEM 5023.871094 1778268756.1733
MEM 5023.871094 1778268756.2736
MEM 5023.871094 1778268756.3740
MEM 5023.871094 1778268756.4745
MEM 5023.871094 1778268756.5750
MEM 5023.871094 1778268756.6754
MEM 5023.871094 1778268756.7759
MEM 5023.871094 1778268756.8762
MEM 5023.871094 1778268756.9765
MEM 5023.871094 1778268757.0770
MEM 5023.871094 1778268757.1774
MEM 5023.871094 1778268757.2777
MEM 5023.871094 1778268757.3780
MEM 5023.871094 1778268757.4783
MEM 5095.875000 1778268757.5786
MEM 5172.000000 1778268757.6791
MEM 5248.851562 1778268757.7795
MEM 5325.109375 1778268757.8799
MEM 5400.945312 1778268757.9803
MEM 5477.066406 1778268758.0808
MEM 5553.218750 1778268758.1811
MEM 5629.355469 1778268758.2815
MEM 5705.316406 1778268758.3819
MEM 5781.511719 1778268758.4824
MEM 5857.789062 1778268758.5828
MEM 5933.917969 1778268758.6832
MEM 6010.109375 1778268758.7836
MEM 6046.406250 1778268758.8841
MEM 6046.406250 1778268758.9843
MEM 6046.406250 1778268759.0846
MEM 6046.406250 1778268759.1850
MEM 6046.406250 1778268759.2855
MEM 6046.406250 1778268759.3860
MEM 6046.406250 1778268759.4864
MEM 6046.406250 1778268759.5869
MEM 6046.406250 1778268759.6874
MEM 6046.406250 1778268759.7877
MEM 6046.406250 1778268759.8880
MEM 6046.406250 1778268759.9884
MEM 6046.406250 1778268760.0889
MEM 6046.406250 1778268760.1893
MEM 6046.406250 1778268760.2896
MEM 6046.406250 1778268760.3898
MEM 6046.406250 1778268760.4901
MEM 6066.886719 1778268760.5904
MEM 6143.007812 1778268760.6909
MEM 6219.566406 1778268760.7913
MEM 6295.769531 1778268760.8917
MEM 6372.101562 1778268760.9921
MEM 6448.507812 1778268761.0926
MEM 6524.476562 1778268761.1930
MEM 6600.878906 1778268761.2934
MEM 6677.246094 1778268761.3939
MEM 6753.585938 1778268761.4943
MEM 6829.902344 1778268761.5946
MEM 6906.101562 1778268761.6951
MEM 6982.421875 1778268761.7955
MEM 7058.648438 1778268761.8959
MEM 7073.105469 1778268761.9963
MEM 7073.105469 1778268762.0968
MEM 7073.105469 1778268762.1972
MEM 7073.105469 1778268762.2976
MEM 6561.160156 1778268762.3982
MEM 6561.160156 1778268762.4987
MEM 6561.160156 1778268762.5992
MEM 6561.160156 1778268762.6997
MEM 6561.160156 1778268762.8002
MEM 6561.160156 1778268762.9007
MEM 6561.160156 1778268763.0013
MEM 6561.160156 1778268763.1018
MEM 6561.160156 1778268763.2023
MEM 6561.160156 1778268763.3028
MEM 6561.160156 1778268763.4033
MEM 6561.160156 1778268763.5038
MEM 6561.160156 1778268763.6043
MEM 6561.160156 1778268763.7048
MEM 6561.160156 1778268763.8054
MEM 6561.160156 1778268763.9059
MEM 6561.160156 1778268764.0064
MEM 6561.160156 1778268764.1069
MEM 6561.160156 1778268764.2074
MEM 6561.160156 1778268764.3079
MEM 6561.160156 1778268764.4084
MEM 6561.160156 1778268764.5089
MEM 6561.160156 1778268764.6094
MEM 6561.160156 1778268764.7099
MEM 6561.160156 1778268764.8104
MEM 6561.160156 1778268764.9109
MEM 6561.160156 1778268765.0115
MEM 6561.160156 1778268765.1120
MEM 6561.160156 1778268765.2125
MEM 6561.160156 1778268765.3130
MEM 6561.160156 1778268765.4133
MEM 6561.160156 1778268765.5135
MEM 6561.160156 1778268765.6138
MEM 6561.160156 1778268765.7143
MEM 6561.160156 1778268765.8147
MEM 6561.160156 1778268765.9152
MEM 6561.160156 1778268766.0156
MEM 6561.160156 1778268766.1159
MEM 6561.160156 1778268766.2162
MEM 6561.160156 1778268766.3165
MEM 6561.160156 1778268766.4167
MEM 6561.160156 1778268766.5170
MEM 6561.160156 1778268766.6174
MEM 6561.160156 1778268766.7177
MEM 6561.160156 1778268766.8180
MEM 6561.160156 1778268766.9183
MEM 6561.160156 1778268767.0187
MEM 6561.160156 1778268767.1191
MEM 6561.160156 1778268767.2194
MEM 6561.160156 1778268767.3196
MEM 6561.160156 1778268767.4199
MEM 6561.160156 1778268767.5202
MEM 6561.160156 1778268767.6205
MEM 6561.160156 1778268767.7209
MEM 6561.160156 1778268767.8214
MEM 6561.160156 1778268767.9219
MEM 6561.160156 1778268768.0223
MEM 6561.160156 1778268768.1226
MEM 6561.160156 1778268768.2229
MEM 6561.160156 1778268768.3232
MEM 6561.160156 1778268768.4235
MEM 6561.160156 1778268768.5238
MEM 6561.160156 1778268768.6240
MEM 6561.160156 1778268768.7243
MEM 6561.160156 1778268768.8246
MEM 6561.160156 1778268768.9248
MEM 6378.664062 1778268769.0252
MEM 5935.414062 1778268769.1256
MEM 5469.414062 1778268769.2260
MEM 4989.664062 1778268769.3265
MEM 4507.664062 1778268769.4270
MEM 4024.414062 1778268769.5274
MEM 3557.414062 1778268769.6278
MEM 3071.414062 1778268769.7283
MEM 2575.914062 1778268769.8288
MEM 2090.664062 1778268769.9292
MEM 1620.164062 1778268770.0297
MEM 1121.164062 1778268770.1301
MEM 875.640625 1778268770.2305
MEM 873.710938 1778268770.3310
