CMDLINE python src/compress/measure_memory_v1.py
MEM 1.316406 1778268735.8004
MEM 26.289062 1778268735.9007
MEM 40.105469 1778268736.0010
MEM 46.152344 1778268736.1013
MEM 49.039062 1778268736.2016
MEM 51.730469 1778268736.3019
MEM 53.589844 1778268736.4021
MEM 54.496094 1778268736.5024
MEM 92.339844 1778268736.6027
MEM 94.230469 1778268736.7030
MEM 101.171875 1778268736.8033
MEM 105.425781 1778268736.9035
MEM 110.433594 1778268737.0038
MEM 113.859375 1778268737.1041
MEM 118.148438 1778268737.2044
MEM 121.546875 1778268737.3047
MEM 123.007812 1778268737.4049
MEM 126.355469 1778268737.5052
MEM 128.582031 1778268737.6054
MEM 130.398438 1778268737.7057
MEM 133.546875 1778268737.8060
MEM 136.933594 1778268737.9062
MEM 138.554688 1778268738.0065
MEM 172.195312 1778268738.1068
MEM 179.609375 1778268738.2071
MEM 185.132812 1778268738.3073
MEM 189.121094 1778268738.4077
MEM 197.542969 1778268738.5080
MEM 197.925781 1778268738.6082
MEM 198.472656 1778268738.7085
MEM 199.027344 1778268738.8088
MEM 201.652344 1778268738.9091
MEM 203.582031 1778268739.0094
MEM 205.605469 1778268739.1096
MEM 210.113281 1778268739.2099
MEM 213.871094 1778268739.3102
MEM 217.332031 1778268739.4104
MEM 218.695312 1778268739.5107
MEM 219.492188 1778268739.6110
MEM 219.492188 1778268739.7112
MEM 219.492188 1778268739.8115
MEM 220.925781 1778268739.9117
MEM 221.203125 1778268740.0120
MEM 223.339844 1778268740.1123
MEM 224.906250 1778268740.2125
MEM 225.437500 1778268740.3128
MEM 225.695312 1778268740.4131
MEM 225.953125 1778268740.5132
MEM 230.460938 1778268740.6134
MEM 233.128906 1778268740.7137
MEM 235.027344 1778268740.8140
MEM 238.523438 1778268740.9143
MEM 238.523438 1778268741.0147
MEM 239.195312 1778268741.1150
MEM 240.386719 1778268741.2152
MEM 242.242188 1778268741.3155
MEM 245.410156 1778268741.4158
MEM 246.789062 1778268741.5161
MEM 248.242188 1778268741.6164
MEM 248.597656 1778268741.7166
MEM 249.625000 1778268741.8169
MEM 249.746094 1778268741.9172
MEM 250.000000 1778268742.0175
MEM 251.414062 1778268742.1178
MEM 251.675781 1778268742.2181
MEM 252.441406 1778268742.3183
MEM 253.316406 1778268742.4186
MEM 253.929688 1778268742.5188
MEM 254.699219 1778268742.6191
MEM 255.214844 1778268742.7194
MEM 256.246094 1778268742.8196
MEM 257.273438 1778268742.9199
MEM 257.679688 1778268743.0202
MEM 258.128906 1778268743.1204
MEM 258.402344 1778268743.2207
MEM 258.656250 1778268743.3209
MEM 261.750000 1778268743.4212
MEM 266.644531 1778268743.5215
MEM 266.644531 1778268743.6217
MEM 266.644531 1778268743.7220
MEM 266.644531 1778268743.8223
MEM 266.644531 1778268743.9225
MEM 267.691406 1778268744.0228
MEM 268.777344 1778268744.1230
MEM 294.183594 1778268744.2234
MEM 323.519531 1778268744.3238
MEM 362.226562 1778268744.4242
MEM 376.175781 1778268744.5247
MEM 413.441406 1778268744.6251
MEM 461.035156 1778268744.7256
MEM 467.179688 1778268744.8260
MEM 524.109375 1778268744.9264
MEM 549.109375 1778268745.0269
MEM 584.847656 1778268745.1273
MEM 630.187500 1778268745.2277
MEM 630.187500 1778268745.3282
MEM 687.503906 1778268745.4286
MEM 728.988281 1778268745.5290
MEM 728.988281 1778268745.6295
MEM 766.121094 1778268745.7299
MEM 869.671875 1778268745.8303
MEM 885.507812 1778268745.9307
MEM 885.507812 1778268746.0312
MEM 917.273438 1778268746.1316
MEM 992.968750 1778268746.2320
MEM 1037.789062 1778268746.3325
MEM 1037.789062 1778268746.4329
MEM 1037.789062 1778268746.5334
MEM 1080.949219 1778268746.6338
MEM 1156.914062 1778268746.7342
MEM 1225.988281 1778268746.8346
MEM 1225.988281 1778268746.9351
MEM 1225.988281 1778268747.0356
MEM 1225.988281 1778268747.1360
MEM 1273.953125 1778268747.2364
MEM 1406.574219 1778268747.3368
MEM 1482.097656 1778268747.4372
MEM 1523.531250 1778268747.5377
MEM 1523.531250 1778268747.6381
MEM 1523.531250 1778268747.7385
MEM 1523.531250 1778268747.8390
