CMDLINE python src/compress/measure_memory_v1.py
MEM 1.316406 1778621588.8850
MEM 26.589844 1778621588.9853
MEM 40.367188 1778621589.0856
MEM 46.203125 1778621589.1859
MEM 49.085938 1778621589.2862
MEM 51.921875 1778621589.3864
MEM 53.640625 1778621589.4867
MEM 54.546875 1778621589.5870
MEM 86.441406 1778621589.6873
MEM 90.812500 1778621589.7876
MEM 96.253906 1778621589.8878
MEM 99.996094 1778621589.9881
MEM 105.441406 1778621590.0884
MEM 109.222656 1778621590.1887
MEM 113.625000 1778621590.2890
MEM 116.449219 1778621590.3893
MEM 117.972656 1778621590.4895
MEM 121.199219 1778621590.5898
MEM 123.242188 1778621590.6900
MEM 126.355469 1778621590.7903
MEM 127.480469 1778621590.8906
MEM 131.132812 1778621590.9909
MEM 133.011719 1778621591.0911
MEM 171.781250 1778621591.1914
MEM 180.054688 1778621591.2917
MEM 184.632812 1778621591.3920
MEM 189.191406 1778621591.4923
MEM 195.386719 1778621591.5926
MEM 196.023438 1778621591.6929
MEM 196.562500 1778621591.7932
MEM 196.867188 1778621591.8935
MEM 199.988281 1778621591.9938
MEM 201.484375 1778621592.0940
MEM 203.941406 1778621592.1943
MEM 209.871094 1778621592.2946
MEM 211.925781 1778621592.3949
MEM 215.773438 1778621592.4952
MEM 217.347656 1778621592.5954
MEM 217.722656 1778621592.6957
MEM 217.722656 1778621592.7960
MEM 217.968750 1778621592.8962
MEM 219.160156 1778621592.9965
MEM 219.437500 1778621593.0968
MEM 222.296875 1778621593.1970
MEM 223.316406 1778621593.2973
MEM 223.589844 1778621593.3975
MEM 223.847656 1778621593.4978
MEM 227.164062 1778621593.5981
MEM 228.949219 1778621593.6983
MEM 231.523438 1778621593.7986
MEM 236.613281 1778621593.8989
MEM 236.613281 1778621593.9992
MEM 236.855469 1778621594.0996
MEM 238.398438 1778621594.1999
MEM 238.398438 1778621594.3002
MEM 241.597656 1778621594.4004
MEM 244.152344 1778621594.5007
MEM 245.906250 1778621594.6010
MEM 246.390625 1778621594.7013
MEM 247.523438 1778621594.8016
MEM 247.781250 1778621594.9018
MEM 247.898438 1778621595.0021
MEM 248.906250 1778621595.1023
MEM 249.671875 1778621595.2026
MEM 249.828125 1778621595.3029
MEM 250.593750 1778621595.4031
MEM 251.484375 1778621595.5034
MEM 252.132812 1778621595.6037
MEM 253.171875 1778621595.7039
MEM 253.429688 1778621595.8042
MEM 254.882812 1778621595.9044
MEM 255.398438 1778621596.0047
MEM 255.835938 1778621596.1050
MEM 256.167969 1778621596.2052
MEM 256.562500 1778621596.3055
MEM 257.328125 1778621596.4057
MEM 260.164062 1778621596.5060
MEM 264.804688 1778621596.6063
MEM 264.804688 1778621596.7065
MEM 264.804688 1778621596.8068
MEM 264.804688 1778621596.9071
MEM 264.804688 1778621597.0073
MEM 266.578125 1778621597.1076
MEM 267.300781 1778621597.2079
MEM 292.328125 1778621597.3084
MEM 321.738281 1778621597.4088
MEM 360.367188 1778621597.5093
MEM 396.320312 1778621597.6096
MEM 411.484375 1778621597.7101
MEM 463.566406 1778621597.8105
MEM 472.503906 1778621597.9109
MEM 481.339844 1778621598.0115
MEM 481.339844 1778621598.1120
MEM 481.339844 1778621598.2125
MEM 481.339844 1778621598.3131
MEM 481.339844 1778621598.4136
MEM 481.339844 1778621598.5142
MEM 481.339844 1778621598.6147
MEM 481.339844 1778621598.7152
MEM 481.339844 1778621598.8157
MEM 481.339844 1778621598.9162
MEM 481.339844 1778621599.0167
MEM 481.339844 1778621599.1173
MEM 481.339844 1778621599.2178
MEM 481.339844 1778621599.3183
MEM 481.339844 1778621599.4188
MEM 481.339844 1778621599.5193
MEM 481.339844 1778621599.6198
MEM 481.339844 1778621599.7203
MEM 481.339844 1778621599.8208
MEM 481.339844 1778621599.9214
MEM 481.339844 1778621600.0219
MEM 481.339844 1778621600.1224
MEM 481.339844 1778621600.2229
MEM 481.339844 1778621600.3234
MEM 481.339844 1778621600.4239
MEM 481.339844 1778621600.5244
MEM 481.339844 1778621600.6249
MEM 481.339844 1778621600.7255
MEM 481.339844 1778621600.8260
MEM 481.339844 1778621600.9265
MEM 481.339844 1778621601.0269
MEM 481.339844 1778621601.1273
MEM 289.843750 1778621601.2278
MEM 288.343750 1778621601.3282
