CMDLINE python src/compress/measure_memory_v2.py
MEM 2957.285156 1778268784.2772
MEM 3001.015625 1778268784.3777
MEM 3048.453125 1778268784.4780
MEM 3094.343750 1778268784.5785
MEM 3138.945312 1778268784.6789
MEM 3182.000000 1778268784.7793
MEM 3286.445312 1778268784.8798
MEM 3312.996094 1778268784.9802
MEM 3357.597656 1778268785.0806
MEM 3401.167969 1778268785.1810
MEM 3444.222656 1778268785.2814
MEM 3486.503906 1778268785.3818
MEM 3528.011719 1778268785.4823
MEM 3569.003906 1778268785.5827
MEM 3609.480469 1778268785.6831
MEM 3649.187500 1778268785.7835
MEM 3688.117188 1778268785.8839
MEM 3726.789062 1778268785.9844
MEM 3795.394531 1778268786.0848
MEM 3923.195312 1778268786.1853
MEM 3923.195312 1778268786.2857
MEM 4204.378906 1778268786.3861
MEM 4246.144531 1778268786.4865
MEM 4288.167969 1778268786.5869
MEM 4330.191406 1778268786.6873
MEM 4371.441406 1778268786.7877
MEM 4412.691406 1778268786.8882
MEM 4748.375000 1778268786.9886
MEM 4748.375000 1778268787.0890
MEM 4748.375000 1778268787.1895
MEM 4748.375000 1778268787.2899
MEM 4748.375000 1778268787.3904
MEM 4748.375000 1778268787.4908
MEM 4748.375000 1778268787.5913
MEM 4748.375000 1778268787.6917
MEM 4748.375000 1778268787.7921
MEM 4748.375000 1778268787.8924
MEM 4748.375000 1778268787.9927
MEM 4748.632812 1778268788.0930
MEM 4748.632812 1778268788.1933
MEM 4748.632812 1778268788.2936
MEM 4748.632812 1778268788.3939
MEM 4788.621094 1778268788.4942
MEM 4788.621094 1778268788.5944
MEM 4788.621094 1778268788.6947
MEM 4788.621094 1778268788.7950
MEM 4788.621094 1778268788.8952
MEM 4788.621094 1778268788.9955
MEM 4788.621094 1778268789.0957
MEM 4828.726562 1778268789.1961
MEM 4828.726562 1778268789.2964
MEM 4828.726562 1778268789.3966
MEM 4828.726562 1778268789.4969
MEM 4828.726562 1778268789.5971
MEM 4828.726562 1778268789.6974
MEM 4828.726562 1778268789.7977
MEM 4828.726562 1778268789.8979
MEM 4828.726562 1778268789.9982
MEM 4828.726562 1778268790.0984
MEM 4828.726562 1778268790.1987
MEM 4828.726562 1778268790.2990
MEM 4828.726562 1778268790.3992
MEM 4828.726562 1778268790.4995
MEM 4908.726562 1778268790.5998
MEM 4908.726562 1778268790.7001
MEM 4908.726562 1778268790.8004
MEM 4908.726562 1778268790.9007
MEM 4908.726562 1778268791.0009
MEM 4908.726562 1778268791.1012
MEM 4908.726562 1778268791.2015
MEM 4908.726562 1778268791.3018
MEM 4908.726562 1778268791.4020
MEM 4908.726562 1778268791.5023
MEM 4908.726562 1778268791.6026
MEM 4908.726562 1778268791.7028
MEM 4908.726562 1778268791.8031
MEM 4908.726562 1778268791.9034
MEM 4908.726562 1778268792.0036
MEM 4908.726562 1778268792.1039
MEM 4908.726562 1778268792.2042
MEM 4908.726562 1778268792.3044
MEM 4908.726562 1778268792.4047
MEM 4908.726562 1778268792.5049
MEM 4908.726562 1778268792.6052
MEM 4908.726562 1778268792.7055
MEM 4908.726562 1778268792.8057
MEM 4908.726562 1778268792.9060
MEM 4908.726562 1778268793.0062
MEM 4908.726562 1778268793.1065
MEM 4908.726562 1778268793.2068
MEM 4908.726562 1778268793.3070
MEM 4908.726562 1778268793.4073
MEM 5068.726562 1778268793.5077
MEM 5068.726562 1778268793.6080
MEM 5068.726562 1778268793.7082
MEM 5068.726562 1778268793.8085
MEM 5068.726562 1778268793.9088
MEM 5068.726562 1778268794.0090
MEM 5068.726562 1778268794.1093
MEM 5068.726562 1778268794.2096
MEM 5068.726562 1778268794.3098
MEM 5068.726562 1778268794.4101
MEM 5068.726562 1778268794.5103
MEM 5068.726562 1778268794.6106
MEM 5068.726562 1778268794.7108
MEM 5068.726562 1778268794.8111
MEM 5068.726562 1778268794.9114
MEM 5072.656250 1778268795.0117
MEM 5072.656250 1778268795.1120
MEM 5072.656250 1778268795.2124
MEM 5072.656250 1778268795.3128
MEM 5072.656250 1778268795.4132
MEM 5086.417969 1778268795.5136
MEM 5115.027344 1778268795.6140
MEM 5136.433594 1778268795.7144
MEM 5165.406250 1778268795.8149
MEM 5201.484375 1778268795.9153
MEM 5243.914062 1778268796.0157
MEM 5273.648438 1778268796.1161
MEM 5337.300781 1778268796.2166
MEM 5374.261719 1778268796.3170
MEM 5402.964844 1778268796.4174
MEM 5426.203125 1778268796.5179
MEM 5467.953125 1778268796.6183
MEM 5467.953125 1778268796.7188
MEM 5515.953125 1778268796.8192
MEM 5546.453125 1778268796.9196
MEM 5546.453125 1778268797.0200
MEM 5583.953125 1778268797.1204
MEM 5680.707031 1778268797.2209
MEM 5684.457031 1778268797.3213
MEM 5684.457031 1778268797.4217
MEM 5717.957031 1778268797.5221
MEM 5777.835938 1778268797.6225
MEM 5852.097656 1778268797.7230
MEM 5852.097656 1778268797.8234
MEM 5852.097656 1778268797.9238
MEM 5872.464844 1778268798.0242
MEM 5939.238281 1778268798.1246
MEM 6005.496094 1778268798.2250
MEM 6024.574219 1778268798.3254
MEM 6024.574219 1778268798.4258
MEM 6024.574219 1778268798.5261
MEM 6026.636719 1778268798.6265
MEM 6090.316406 1778268798.7269
MEM 6154.769531 1778268798.8274
MEM 6217.675781 1778268798.9278
MEM 6320.613281 1778268799.0282
MEM 6320.613281 1778268799.1286
MEM 6320.613281 1778268799.2290
MEM 6320.613281 1778268799.3293
MEM 6320.613281 1778268799.4297
MEM 6346.136719 1778268799.5301
MEM 6410.589844 1778268799.6305
MEM 6474.011719 1778268799.7309
MEM 6536.917969 1778268799.8314
MEM 6590.542969 1778268799.9318
MEM 6590.542969 1778268800.0323
MEM 6590.542969 1778268800.1326
MEM 6590.542969 1778268800.2329
MEM 6590.542969 1778268800.3333
MEM 6590.542969 1778268800.4336
MEM 6605.238281 1778268800.5339
MEM 6666.082031 1778268800.6343
MEM 6727.183594 1778268800.7348
MEM 6787.253906 1778268800.8352
MEM 6846.550781 1778268800.9356
MEM 6905.589844 1778268801.0361
MEM 6928.792969 1778268801.1365
MEM 6928.792969 1778268801.2369
MEM 6928.792969 1778268801.3372
MEM 6928.792969 1778268801.4375
MEM 6928.792969 1778268801.5378
MEM 6928.792969 1778268801.6382
MEM 6928.792969 1778268801.7385
MEM 6941.683594 1778268801.8389
MEM 6999.691406 1778268801.9394
MEM 7056.667969 1778268802.0398
MEM 7349.710938 1778268802.1402
MEM 7261.265625 1778268802.2406
MEM 7325.460938 1778268802.3410
MEM 7386.820312 1778268802.4414
MEM 7449.726562 1778268802.5418
MEM 7511.398438 1778268802.6422
MEM 7511.398438 1778268802.7426
MEM 7511.398438 1778268802.8430
MEM 7511.398438 1778268802.9433
MEM 7511.398438 1778268803.0437
MEM 7511.398438 1778268803.1439
MEM 7511.398438 1778268803.2443
MEM 7511.398438 1778268803.3446
MEM 7511.398438 1778268803.4450
MEM 7511.398438 1778268803.5454
MEM 7557.289062 1778268803.6458
MEM 7618.906250 1778268803.7461
MEM 7661.703125 1778268803.8466
MEM 7661.703125 1778268803.9469
MEM 7661.703125 1778268804.0472
MEM 7341.847656 1778268804.1476
MEM 7301.843750 1778268804.2480
MEM 6464.832031 1778268804.3486
MEM 6464.832031 1778268804.4491
MEM 6464.832031 1778268804.5496
MEM 6464.832031 1778268804.6501
MEM 6464.832031 1778268804.7506
MEM 6464.832031 1778268804.8511
MEM 6464.832031 1778268804.9516
MEM 6464.832031 1778268805.0521
MEM 6464.832031 1778268805.1526
MEM 6464.832031 1778268805.2531
MEM 6464.832031 1778268805.3536
MEM 6464.832031 1778268805.4541
MEM 6464.832031 1778268805.5546
MEM 6464.832031 1778268805.6551
MEM 6464.832031 1778268805.7556
MEM 6464.832031 1778268805.8561
MEM 6464.832031 1778268805.9566
MEM 6464.832031 1778268806.0571
MEM 6464.832031 1778268806.1576
MEM 6464.832031 1778268806.2581
MEM 6464.832031 1778268806.3587
MEM 6464.832031 1778268806.4592
MEM 6464.832031 1778268806.5597
MEM 6464.832031 1778268806.6602
MEM 6464.832031 1778268806.7607
MEM 6464.832031 1778268806.8612
MEM 6464.832031 1778268806.9617
MEM 6464.832031 1778268807.0622
MEM 6464.832031 1778268807.1627
MEM 6464.832031 1778268807.2632
MEM 6080.570312 1778268807.3636
MEM 5753.820312 1778268807.4640
MEM 5078.812500 1778268807.5644
MEM 4625.808594 1778268807.6649
MEM 3551.554688 1778268807.7653
MEM 2601.300781 1778268807.8657
MEM 2111.296875 1778268807.9662
MEM 1662.046875 1778268808.0666
MEM 1203.046875 1778268808.1670
MEM 747.546875 1778268808.2674
MEM 192.902344 1778268808.3678
