epoch,step,test_acc,test_f1,test_loss,train_acc,train_loss,valid_acc,valid_loss
0,49,,,,0.25,1.9154222011566162,,
0,99,,,,0.0,2.165422201156616,,
0,149,,,,0.0,2.165422201156616,,
0,177,,,,,,0.05499999597668648,2.1104214191436768
1,199,,,,0.25,1.9154222011566162,,
1,249,,,,0.0,2.165422201156616,,
1,299,,,,0.0,2.165422201156616,,
1,349,,,,0.25,1.9154222011566162,,
1,355,,,,,,0.05499999597668648,2.1104214191436768
2,399,,,,0.25,1.9154222011566162,,
2,449,,,,0.0,2.165422201156616,,
2,499,,,,0.0,2.165422201156616,,
2,533,,,,,,0.05499999597668648,2.1104214191436768
3,549,,,,0.25,1.9154222011566162,,
3,599,,,,0.0,2.165422201156616,,
3,649,,,,0.25,1.9154222011566162,,
3,699,,,,0.0,2.165422201156616,,
3,711,,,,,,0.05499999597668648,2.1104214191436768
4,749,,,,0.0,2.165422201156616,,
4,799,,,,0.0,2.165422201156616,,
4,849,,,,0.0,2.165422201156616,,
4,889,,,,,,0.05499999597668648,2.1104214191436768
5,899,,,,0.0,2.165422201156616,,
5,949,,,,0.0,2.165422201156616,,
5,999,,,,0.0,2.165422201156616,,
5,1049,,,,0.0,2.165422201156616,,
5,1067,,,,,,0.05499999597668648,2.1104211807250977
6,1099,,,,0.0,2.165422201156616,,
6,1149,,,,0.0,2.165422201156616,,
6,1199,,,,0.25,1.9154222011566162,,
6,1245,,,,,,0.05499999597668648,2.1104214191436768
7,1249,,,,0.0,2.165422201156616,,
7,1299,,,,0.25,1.9154222011566162,,
7,1349,,,,0.0,2.165422201156616,,
7,1399,,,,0.0,2.165422201156616,,
7,1423,,,,,,0.05499999597668648,2.1102774143218994
8,1449,,,,0.0,2.165422201156616,,
8,1499,,,,0.0,2.165422201156616,,
8,1549,,,,0.0,2.165422201156616,,
8,1599,,,,0.0,2.165422201156616,,
8,1601,,,,,,0.05499999597668648,2.110252618789673
9,1649,,,,0.0,2.165422201156616,,
9,1699,,,,0.25,1.9154222011566162,,
9,1749,,,,0.0,2.165422201156616,,
9,1779,,,,,,0.05499999597668648,2.1104214191436768
10,1799,,,,0.0,2.165422201156616,,
10,1849,,,,0.0,2.165422201156616,,
10,1899,,,,0.0,2.165422201156616,,
10,1949,,,,0.0,2.165422201156616,,
10,1957,,,,,,0.05499999597668648,2.1104214191436768
11,1999,,,,0.0,2.165422201156616,,
11,2049,,,,0.5,1.6654222011566162,,
11,2099,,,,0.25,1.9154222011566162,,
11,2135,,,,,,0.05499999597668648,2.1104214191436768
12,2149,,,,0.0,2.165422201156616,,
12,2199,,,,0.0,2.165422201156616,,
12,2249,,,,0.25,1.9154222011566162,,
12,2299,,,,0.25,1.9154222011566162,,
12,2313,,,,,,0.05499999597668648,2.1104214191436768
13,2349,,,,0.25,1.9154222011566162,,
13,2399,,,,0.25,1.9154222011566162,,
13,2449,,,,0.0,2.165422201156616,,
13,2491,,,,,,0.04458333179354668,2.120838165283203
14,2499,,,,0.0,2.165422201156616,,
14,2549,,,,0.25,1.9154222011566162,,
14,2599,,,,0.25,1.9154222011566162,,
14,2649,,,,0.0,2.165422201156616,,
14,2669,,,,,,0.04458333179354668,2.120838165283203
15,2699,,,,0.25,1.9154222011566162,,
15,2749,,,,0.0,2.165422201156616,,
15,2799,,,,0.0,2.165422201156616,,
15,2847,,,,,,0.04458333179354668,2.120838165283203
16,2849,,,,0.0,2.165422201156616,,
16,2899,,,,0.0,2.165409803390503,,
16,2949,,,,0.25,1.9154222011566162,,
16,2999,,,,0.0,2.165422201156616,,
16,3025,,,,,,0.04458333179354668,2.120838165283203
17,3049,,,,0.5,1.6654222011566162,,
17,3099,,,,0.25,1.9154222011566162,,
17,3149,,,,0.25,1.9154222011566162,,
17,3199,,,,0.0,2.165422201156616,,
17,3203,,,,,,0.06541666388511658,2.1000049114227295
18,3249,,,,0.5,1.6654222011566162,,
18,3299,,,,0.0,2.165422201156616,,
18,3349,,,,0.25,1.9154222011566162,,
18,3381,,,,,,0.06541666388511658,2.1000049114227295
19,3399,,,,0.0,2.165422201156616,,
19,3449,,,,0.25,1.9154222011566162,,
19,3499,,,,0.0,2.165422201156616,,
19,3549,,,,0.0,2.165422201156616,,
19,3559,,,,,,0.0625,2.102921485900879
20,3599,,,,0.25,1.9154222011566162,,
20,3649,,,,0.0,2.165422201156616,,
20,3699,,,,0.0,2.165422201156616,,
20,3737,,,,,,0.0520833320915699,2.1133382320404053
21,3749,,,,0.0,2.165422201156616,,
21,3799,,,,0.0,2.165422201156616,,
21,3849,,,,0.25,1.9154222011566162,,
21,3899,,,,0.0,2.165422201156616,,
21,3915,,,,,,0.0520833320915699,2.1133382320404053
22,3949,,,,0.0,2.165422201156616,,
22,3999,,,,0.0,2.165422201156616,,
22,4049,,,,0.25,1.9154222011566162,,
22,4093,,,,,,0.0520833320915699,2.1133382320404053
23,4099,,,,0.0,2.165422201156616,,
23,4149,,,,0.0,2.165422201156616,,
23,4199,,,,0.0,2.165422201156616,,
23,4249,,,,0.25,1.9154222011566162,,
23,4271,,,,,,0.0520833320915699,2.1133382320404053
