epoch,step,test_acc,test_f1,test_loss,train_acc,train_loss,valid_acc,valid_loss
0,49,,,,0.0,2.165422201156616,,
0,99,,,,0.0,2.165422201156616,,
0,149,,,,0.25,1.9154222011566162,,
0,177,,,,,,0.1158333346247673,2.048107385635376
1,199,,,,0.0,2.165422201156616,,
1,249,,,,0.25,1.9154222011566162,,
1,299,,,,0.0,2.165422201156616,,
1,349,,,,0.25,1.9154222011566162,,
1,355,,,,,,0.1470833271741867,2.0228946208953857
2,399,,,,0.0,2.165422201156616,,
2,449,,,,0.5,1.6654222011566162,,
2,499,,,,0.25,1.9154222011566162,,
2,533,,,,,,0.19166666269302368,1.9674078226089478
3,549,,,,0.0,2.165422201156616,,
3,599,,,,0.25,1.9154222011566162,,
3,649,,,,0.0,2.165422201156616,,
3,699,,,,0.0,2.165421962738037,,
3,711,,,,,,0.1158333346247673,2.0495851039886475
4,749,,,,0.0,2.165422201156616,,
4,799,,,,0.0,2.165422201156616,,
4,849,,,,0.5,1.6654222011566162,,
4,889,,,,,,0.0845833346247673,2.080838203430176
5,899,,,,0.0,2.165422201156616,,
5,949,,,,0.0,2.165422201156616,,
5,999,,,,0.0,2.165422201156616,,
5,1049,,,,0.0,2.165422201156616,,
5,1067,,,,,,0.0845833346247673,2.0808370113372803
6,1099,,,,0.0,2.165422201156616,,
6,1149,,,,0.25,1.9154222011566162,,
6,1199,,,,0.25,1.9154222011566162,,
6,1245,,,,,,0.1262499988079071,2.0391714572906494
7,1249,,,,0.75,1.4154222011566162,,
7,1299,,,,0.0,2.165422201156616,,
7,1349,,,,0.0,2.165422201156616,,
7,1399,,,,0.25,1.9154222011566162,,
7,1423,,,,,,0.0845833346247673,2.0808374881744385
8,1449,,,,0.25,1.9154222011566162,,
8,1499,,,,0.0,2.165422201156616,,
8,1549,,,,0.0,2.165422201156616,,
8,1599,,,,0.0,2.165422201156616,,
8,1601,,,,,,0.0845833346247673,2.080838203430176
9,1649,,,,0.0,2.165422201156616,,
9,1699,,,,0.0,2.165422201156616,,
9,1749,,,,0.0,2.165422201156616,,
9,1779,,,,,,0.0845833346247673,2.080838203430176
10,1799,,,,0.5,1.6654222011566162,,
10,1849,,,,0.0,2.165422201156616,,
10,1899,,,,0.0,2.165422201156616,,
10,1949,,,,0.0,2.165422201156616,,
