1784601320,321.7MiB / 15.39GiB
1784601322,321.6MiB / 15.39GiB
1784601324,332.4MiB / 15.39GiB
1784601326,691.5MiB / 15.39GiB
1784601328,826.9MiB / 15.39GiB
1784601330,953.1MiB / 15.39GiB
1784601332,973.4MiB / 15.39GiB
1784601334,980.9MiB / 15.39GiB
1784601336,1004MiB / 15.39GiB
1784601338,1009MiB / 15.39GiB
1784601340,1013MiB / 15.39GiB
1784601342,1.054GiB / 15.39GiB
1784601344,1.023GiB / 15.39GiB
1784601346,1.036GiB / 15.39GiB
1784601348,1.038GiB / 15.39GiB
1784601350,1.034GiB / 15.39GiB
1784601352,1.162GiB / 15.39GiB
1784601354,1.074GiB / 15.39GiB
1784601356,1.084GiB / 15.39GiB
1784601358,1.103GiB / 15.39GiB
1784601360,1.11GiB / 15.39GiB
1784601362,1.115GiB / 15.39GiB
1784601364,1.084GiB / 15.39GiB
1784601366,1.086GiB / 15.39GiB
1784601368,1.094GiB / 15.39GiB
1784601370,1.19GiB / 15.39GiB
1784601372,1.124GiB / 15.39GiB
1784601374,1.245GiB / 15.39GiB
1784601376,1.184GiB / 15.39GiB
1784601378,1.187GiB / 15.39GiB
1784601380,1.188GiB / 15.39GiB
1784601382,1.207GiB / 15.39GiB
1784601384,1.163GiB / 15.39GiB
1784601386,1.163GiB / 15.39GiB
1784601388,1.216GiB / 15.39GiB
1784601390,1.226GiB / 15.39GiB
1784601392,1.223GiB / 15.39GiB
1784601394,1.228GiB / 15.39GiB
1784601396,1.24GiB / 15.39GiB
1784601398,1.239GiB / 15.39GiB
1784601400,1.24GiB / 15.39GiB
1784601403,1.225GiB / 15.39GiB
1784601405,1.272GiB / 15.39GiB
1784601407,1.274GiB / 15.39GiB
1784601409,1.285GiB / 15.39GiB
1784601411,1.297GiB / 15.39GiB
1784601413,1.297GiB / 15.39GiB
1784601415,1.302GiB / 15.39GiB
1784601417,1.335GiB / 15.39GiB
1784601419,1.355GiB / 15.39GiB
1784601421,1.356GiB / 15.39GiB
1784601423,1.312GiB / 15.39GiB
1784601425,1.444GiB / 15.39GiB
1784601427,1.35GiB / 15.39GiB
1784601429,1.35GiB / 15.39GiB
1784601431,1.407GiB / 15.39GiB
1784601433,1.359GiB / 15.39GiB
1784601435,1.359GiB / 15.39GiB
1784601437,1.387GiB / 15.39GiB
1784601439,1.397GiB / 15.39GiB
1784601441,1.378GiB / 15.39GiB
1784601443,1.521GiB / 15.39GiB
1784601445,1.408GiB / 15.39GiB
1784601447,1.416GiB / 15.39GiB
1784601449,1.425GiB / 15.39GiB
1784601451,1.525GiB / 15.39GiB
1784601453,1.425GiB / 15.39GiB
1784601455,1.429GiB / 15.39GiB
1784601457,1.442GiB / 15.39GiB
1784601459,1.451GiB / 15.39GiB
1784601461,1.452GiB / 15.39GiB
1784601463,1.452GiB / 15.39GiB
1784601465,1.457GiB / 15.39GiB
1784601467,1.468GiB / 15.39GiB
1784601469,1.521GiB / 15.39GiB
1784601471,1.65GiB / 15.39GiB
1784601473,1.47GiB / 15.39GiB
1784601475,1.478GiB / 15.39GiB
1784601477,1.559GiB / 15.39GiB
1784601479,1.491GiB / 15.39GiB
1784601481,1.479GiB / 15.39GiB
1784601483,1.506GiB / 15.39GiB
1784601485,1.514GiB / 15.39GiB
1784601487,1.532GiB / 15.39GiB
1784601489,1.535GiB / 15.39GiB
1784601491,1.535GiB / 15.39GiB
1784601493,1.536GiB / 15.39GiB
1784601495,1.556GiB / 15.39GiB
1784601497,1.568GiB / 15.39GiB
1784601499,1.571GiB / 15.39GiB
1784601501,1.566GiB / 15.39GiB
1784601503,1.645GiB / 15.39GiB
1784601505,1.651GiB / 15.39GiB
1784601507,1.663GiB / 15.39GiB
1784601509,1.666GiB / 15.39GiB
1784601511,1.667GiB / 15.39GiB
1784601513,1.662GiB / 15.39GiB
1784601515,1.632GiB / 15.39GiB
1784601517,1.676GiB / 15.39GiB
1784601520,1.825GiB / 15.39GiB
1784601522,1.909GiB / 15.39GiB
1784601524,1.694GiB / 15.39GiB
1784601526,1.804GiB / 15.39GiB
1784601528,1.755GiB / 15.39GiB
1784601530,1.695GiB / 15.39GiB
1784601532,1.81GiB / 15.39GiB
1784601534,1.694GiB / 15.39GiB
1784601536,1.694GiB / 15.39GiB
1784601538,1.753GiB / 15.39GiB
1784601540,1.826GiB / 15.39GiB
1784601542,1.714GiB / 15.39GiB
1784601544,1.75GiB / 15.39GiB
1784601546,1.768GiB / 15.39GiB
1784601548,1.761GiB / 15.39GiB
1784601550,1.769GiB / 15.39GiB
1784601552,1.778GiB / 15.39GiB
1784601554,1.771GiB / 15.39GiB
1784601556,1.771GiB / 15.39GiB
1784601558,1.771GiB / 15.39GiB
1784601560,1.771GiB / 15.39GiB
1784601562,1.772GiB / 15.39GiB
1784601564,1.772GiB / 15.39GiB
1784601566,1.772GiB / 15.39GiB
1784601568,1.773GiB / 15.39GiB
1784601570,1.774GiB / 15.39GiB
1784601572,1.774GiB / 15.39GiB
1784601574,1.774GiB / 15.39GiB
1784601576,1.774GiB / 15.39GiB
1784601578,1.774GiB / 15.39GiB
1784601580,1.774GiB / 15.39GiB
1784601582,1.774GiB / 15.39GiB
1784601584,1.774GiB / 15.39GiB
1784601586,1.774GiB / 15.39GiB
1784601588,1.774GiB / 15.39GiB
1784601590,1.774GiB / 15.39GiB
1784601592,1.775GiB / 15.39GiB
1784601594,1.774GiB / 15.39GiB
1784601596,1.774GiB / 15.39GiB
1784601598,1.773GiB / 15.39GiB
1784601600,1.773GiB / 15.39GiB
1784601602,1.774GiB / 15.39GiB
1784601604,1.777GiB / 15.39GiB
1784601606,1.78GiB / 15.39GiB
1784601608,2.162GiB / 15.39GiB
1784601610,2.164GiB / 15.39GiB
1784601612,2.164GiB / 15.39GiB
1784601614,2.164GiB / 15.39GiB
1784601616,2.164GiB / 15.39GiB
1784601618,2.165GiB / 15.39GiB
1784601620,2.164GiB / 15.39GiB
1784601622,2.164GiB / 15.39GiB
1784601624,2.166GiB / 15.39GiB
1784601626,2.166GiB / 15.39GiB
1784601628,2.166GiB / 15.39GiB
1784601631,2.166GiB / 15.39GiB
1784601633,2.167GiB / 15.39GiB
1784601635,2.167GiB / 15.39GiB
1784601637,2.178GiB / 15.39GiB
1784601639,2.167GiB / 15.39GiB
1784601641,2.168GiB / 15.39GiB
1784601643,2.168GiB / 15.39GiB
1784601645,2.167GiB / 15.39GiB
1784601647,2.167GiB / 15.39GiB
1784601649,2.168GiB / 15.39GiB
1784601651,2.168GiB / 15.39GiB
1784601653,2.168GiB / 15.39GiB
1784601655,2.168GiB / 15.39GiB
1784601657,2.165GiB / 15.39GiB
1784601659,2.165GiB / 15.39GiB
1784601661,2.165GiB / 15.39GiB
1784601663,2.165GiB / 15.39GiB
1784601665,2.165GiB / 15.39GiB
1784601667,2.166GiB / 15.39GiB
1784601669,2.166GiB / 15.39GiB
1784601671,2.166GiB / 15.39GiB
1784601673,2.165GiB / 15.39GiB
1784601675,2.166GiB / 15.39GiB
1784601677,2.166GiB / 15.39GiB
1784601679,2.166GiB / 15.39GiB
1784601681,2.166GiB / 15.39GiB
1784601683,2.166GiB / 15.39GiB
1784601685,2.165GiB / 15.39GiB
1784601687,2.166GiB / 15.39GiB
1784601689,2.165GiB / 15.39GiB
1784601691,2.166GiB / 15.39GiB
1784601693,2.167GiB / 15.39GiB
1784601695,2.166GiB / 15.39GiB
1784601697,2.166GiB / 15.39GiB
1784601699,2.165GiB / 15.39GiB
1784601701,2.166GiB / 15.39GiB
1784601703,2.169GiB / 15.39GiB
1784601705,2.165GiB / 15.39GiB
1784601707,2.165GiB / 15.39GiB
1784601709,2.166GiB / 15.39GiB
1784601711,2.166GiB / 15.39GiB
1784601713,2.166GiB / 15.39GiB
1784601715,2.166GiB / 15.39GiB
1784601717,2.166GiB / 15.39GiB
1784601719,2.166GiB / 15.39GiB
1784601721,2.166GiB / 15.39GiB
1784601723,2.166GiB / 15.39GiB
1784601725,2.166GiB / 15.39GiB
1784601727,2.166GiB / 15.39GiB
1784601729,2.166GiB / 15.39GiB
1784601731,2.166GiB / 15.39GiB
1784601733,2.166GiB / 15.39GiB
1784601735,2.166GiB / 15.39GiB
1784601737,2.165GiB / 15.39GiB
1784601739,2.166GiB / 15.39GiB
1784601741,2.166GiB / 15.39GiB
1784601743,2.166GiB / 15.39GiB
1784601745,2.166GiB / 15.39GiB
1784601747,2.166GiB / 15.39GiB
1784601749,2.166GiB / 15.39GiB
1784601751,2.165GiB / 15.39GiB
1784601754,2.166GiB / 15.39GiB
