CMDLINE python src/compress/measure_memory_v2.py
MEM 1.316406 1778266365.5953
MEM 26.558594 1778266365.6956
MEM 40.363281 1778266365.7959
MEM 46.222656 1778266365.8962
MEM 49.050781 1778266365.9965
MEM 79.722656 1778266366.0968
MEM 89.761719 1778266366.1970
MEM 95.648438 1778266366.2973
MEM 99.929688 1778266366.3976
MEM 104.445312 1778266366.4979
MEM 108.960938 1778266366.5982
MEM 113.828125 1778266366.6984
MEM 116.355469 1778266366.7988
MEM 117.714844 1778266366.8990
MEM 120.851562 1778266366.9993
MEM 172.125000 1778266367.0996
MEM 187.390625 1778266367.2000
MEM 199.957031 1778266367.3003
MEM 275.675781 1778266367.4007
MEM 348.933594 1778266367.5011
MEM 424.648438 1778266367.6015
MEM 490.347656 1778266367.7019
MEM 537.269531 1778266367.8023
MEM 600.835938 1778266367.9028
MEM 683.066406 1778266368.0032
MEM 728.441406 1778266368.1036
MEM 801.203125 1778266368.2040
MEM 842.968750 1778266368.3044
MEM 883.960938 1778266368.4049
MEM 923.148438 1778266368.5053
MEM 961.304688 1778266368.6057
MEM 1297.503906 1778266368.7062
MEM 1149.175781 1778266368.8066
MEM 1323.011719 1778266368.9071
MEM 1503.421875 1778266369.0075
MEM 1503.421875 1778266369.1080
MEM 1503.421875 1778266369.2084
MEM 1503.421875 1778266369.3088
MEM 1506.707031 1778266369.4091
MEM 1516.753906 1778266369.5094
MEM 1516.753906 1778266369.6097
MEM 1536.781250 1778266369.7100
MEM 1536.781250 1778266369.8102
MEM 1536.781250 1778266369.9105
MEM 1536.781250 1778266370.0108
MEM 1576.769531 1778266370.1111
MEM 1576.769531 1778266370.2113
MEM 1576.769531 1778266370.3116
MEM 1576.769531 1778266370.4119
MEM 1576.769531 1778266370.5121
MEM 1576.769531 1778266370.6124
MEM 1576.769531 1778266370.7127
MEM 1616.808594 1778266370.8130
MEM 1616.808594 1778266370.9133
MEM 1616.808594 1778266371.0136
MEM 1616.808594 1778266371.1138
MEM 1616.808594 1778266371.2141
MEM 1616.808594 1778266371.3143
MEM 1616.808594 1778266371.4146
MEM 1616.808594 1778266371.5149
MEM 1616.808594 1778266371.6151
MEM 1616.808594 1778266371.7154
MEM 1616.808594 1778266371.8156
MEM 1616.808594 1778266371.9159
MEM 1616.808594 1778266372.0162
MEM 1616.808594 1778266372.1164
MEM 1696.808594 1778266372.2168
MEM 1696.808594 1778266372.3171
MEM 1696.808594 1778266372.4173
MEM 1696.808594 1778266372.5176
MEM 1696.808594 1778266372.6179
MEM 1696.808594 1778266372.7181
MEM 1696.808594 1778266372.8184
MEM 1696.808594 1778266372.9186
MEM 1696.808594 1778266373.0189
MEM 1696.808594 1778266373.1192
MEM 1696.808594 1778266373.2194
MEM 1696.808594 1778266373.3197
MEM 1696.808594 1778266373.4200
MEM 1696.808594 1778266373.5202
MEM 1696.808594 1778266373.6205
MEM 1696.808594 1778266373.7208
MEM 1696.808594 1778266373.8210
MEM 1696.808594 1778266373.9213
MEM 1696.808594 1778266374.0215
MEM 1696.808594 1778266374.1218
MEM 1696.808594 1778266374.2221
MEM 1696.808594 1778266374.3223
MEM 1696.808594 1778266374.4226
MEM 1696.808594 1778266374.5228
MEM 1696.808594 1778266374.6231
MEM 1696.808594 1778266374.7234
MEM 1696.808594 1778266374.8236
MEM 1696.808594 1778266374.9239
MEM 1942.156250 1778266375.0243
MEM 1856.808594 1778266375.1247
MEM 1856.808594 1778266375.2250
MEM 1856.808594 1778266375.3252
MEM 1856.808594 1778266375.4255
MEM 1856.808594 1778266375.5258
MEM 1856.808594 1778266375.6260
MEM 1856.808594 1778266375.7263
