CMDLINE python src/compress/measure_memory_v1.py
MEM 1.304688 1778264383.8629
MEM 26.496094 1778264383.9632
MEM 40.269531 1778264384.0635
MEM 46.050781 1778264384.1637
MEM 48.933594 1778264384.2640
MEM 51.593750 1778264384.3643
MEM 53.484375 1778264384.4645
MEM 54.394531 1778264384.5648
MEM 97.738281 1778264384.6651
MEM 99.781250 1778264384.7653
MEM 106.875000 1778264384.8656
MEM 111.277344 1778264384.9659
MEM 116.277344 1778264385.0662
MEM 119.574219 1778264385.1664
MEM 124.101562 1778264385.2668
MEM 127.410156 1778264385.3671
MEM 128.960938 1778264385.4673
MEM 132.117188 1778264385.5676
MEM 134.195312 1778264385.6679
MEM 135.906250 1778264385.7681
MEM 139.296875 1778264385.8684
MEM 142.589844 1778264385.9687
MEM 144.406250 1778264386.0689
MEM 176.156250 1778264386.1692
MEM 180.687500 1778264386.2695
MEM 188.398438 1778264386.3697
MEM 191.578125 1778264386.4701
MEM 199.648438 1778264386.5704
MEM 201.878906 1778264386.6707
MEM 202.425781 1778264386.7709
MEM 202.949219 1778264386.8712
MEM 205.226562 1778264386.9715
MEM 207.285156 1778264387.0717
MEM 208.195312 1778264387.1720
MEM 212.265625 1778264387.2723
MEM 216.718750 1778264387.3725
MEM 220.492188 1778264387.4728
MEM 222.937500 1778264387.5731
MEM 223.679688 1778264387.6733
MEM 223.679688 1778264387.7736
MEM 223.679688 1778264387.8739
MEM 225.117188 1778264387.9741
MEM 225.394531 1778264388.0744
MEM 226.109375 1778264388.1747
MEM 229.125000 1778264388.2749
MEM 229.636719 1778264388.3752
MEM 229.894531 1778264388.4754
MEM 230.152344 1778264388.5757
MEM 234.218750 1778264388.6760
MEM 236.117188 1778264388.7762
MEM 238.625000 1778264388.8765
MEM 242.757812 1778264388.9768
MEM 242.757812 1778264389.0771
MEM 243.425781 1778264389.1775
MEM 244.468750 1778264389.2778
MEM 245.167969 1778264389.3781
MEM 248.785156 1778264389.4783
MEM 250.691406 1778264389.5786
MEM 252.527344 1778264389.6789
MEM 252.527344 1778264389.7791
MEM 253.839844 1778264389.8794
MEM 253.968750 1778264389.9796
MEM 253.968750 1778264390.0799
MEM 255.503906 1778264390.1802
MEM 255.761719 1778264390.2804
MEM 256.398438 1778264390.3807
MEM 257.277344 1778264390.4810
MEM 257.847656 1778264390.5812
MEM 258.972656 1778264390.6815
MEM 259.222656 1778264390.7817
MEM 260.250000 1778264390.8820
MEM 261.019531 1778264390.9823
MEM 261.644531 1778264391.0826
MEM 262.343750 1778264391.1828
MEM 262.343750 1778264391.2831
MEM 262.867188 1778264391.3833
MEM 264.960938 1778264391.4836
MEM 268.570312 1778264391.5839
MEM 270.632812 1778264391.6841
MEM 270.632812 1778264391.7844
MEM 270.632812 1778264391.8847
MEM 270.890625 1778264391.9849
MEM 271.406250 1778264392.0852
MEM 272.992188 1778264392.1855
MEM 282.996094 1778264392.2859
MEM 320.328125 1778264392.3863
MEM 349.304688 1778264392.4867
MEM 366.117188 1778264392.5871
MEM 417.511719 1778264392.6876
MEM 452.101562 1778264392.7880
MEM 469.417969 1778264392.8884
MEM 487.343750 1778264392.9888
MEM 487.343750 1778264393.0893
MEM 296.097656 1778264393.1898
MEM 295.097656 1778264393.2902
