CMDLINE python src/compress/measure_memory_v2.py
MEM 1.312500 1778264394.4858
MEM 26.460938 1778264394.5861
MEM 40.292969 1778264394.6864
MEM 46.195312 1778264394.7867
MEM 49.015625 1778264394.8869
MEM 89.394531 1778264394.9872
MEM 91.773438 1778264395.0875
MEM 97.851562 1778264395.1878
MEM 101.863281 1778264395.2880
MEM 107.207031 1778264395.3883
MEM 112.824219 1778264395.4886
MEM 116.644531 1778264395.5889
MEM 118.878906 1778264395.6893
MEM 120.207031 1778264395.7895
MEM 123.996094 1778264395.8898
MEM 155.207031 1778264395.9901
MEM 167.191406 1778264396.0904
MEM 207.656250 1778264396.1908
MEM 257.710938 1778264396.2912
MEM 262.738281 1778264396.3915
MEM 272.781250 1778264396.4918
MEM 299.988281 1778264396.5922
MEM 322.980469 1778264396.6926
MEM 289.632812 1778264396.7930
