epoch,step,test_acc,test_f1,test_loss,train_acc,train_loss,valid_acc,valid_loss
0,49,,,,0.75,1.4154222011566162,,
0,99,,,,0.25,1.9154222011566162,,
0,149,,,,0.25,1.9154222011566162,,
0,156,,,,,,0.2569444477558136,1.9084773063659668
1,199,,,,0.0,2.165422201156616,,
1,249,,,,0.25,1.9154222011566162,,
1,299,,,,0.5,1.6654222011566162,,
1,313,,,,,,0.39097222685813904,1.7744454145431519
2,349,,,,0.25,1.9154222011566162,,
2,399,,,,0.25,1.9154222011566162,,
2,449,,,,0.0,2.165422201156616,,
2,470,,,,,,0.39097222685813904,1.7744494676589966
3,499,,,,0.25,1.9154210090637207,,
3,549,,,,0.5,1.6654222011566162,,
3,599,,,,0.25,1.9154222011566162,,
3,627,,,,,,0.39097222685813904,1.7744497060775757
4,649,,,,0.0,2.165422201156616,,
4,699,,,,0.5,1.6654222011566162,,
4,749,,,,0.25,1.9154222011566162,,
4,784,,,,,,0.41180554032325745,1.7536163330078125
5,799,,,,0.25,1.9154222011566162,,
5,849,,,,0.5,1.6654222011566162,,
5,899,,,,0.5,1.6654222011566162,,
5,941,,,,,,0.41180554032325745,1.7536163330078125
6,949,,,,0.5,1.6654222011566162,,
6,999,,,,0.0,2.165422201156616,,
6,1049,,,,0.5,1.6654222011566162,,
6,1098,,,,,,0.41180554032325745,1.7536097764968872
7,1099,,,,0.0,2.165422201156616,,
7,1149,,,,0.5,1.6654222011566162,,
7,1199,,,,0.25,1.9154222011566162,,
7,1249,,,,0.5,1.6654222011566162,,
7,1255,,,,,,0.4000000059604645,1.7654218673706055
8,1299,,,,0.25,1.9154222011566162,,
8,1349,,,,0.75,1.4154222011566162,,
8,1399,,,,0.25,1.9154222011566162,,
8,1412,,,,,,0.4000000059604645,1.7654218673706055
9,1449,,,,0.25,1.9154222011566162,,
9,1499,,,,0.0,2.165422201156616,,
9,1549,,,,0.25,1.9154222011566162,,
9,1569,,,,,,0.4000000059604645,1.7654218673706055
10,1599,,,,0.75,1.4154222011566162,,
10,1649,,,,0.0,2.165422201156616,,
10,1699,,,,0.25,1.9154222011566162,,
10,1726,,,,,,0.4000000059604645,1.7654218673706055
11,1749,,,,0.5,1.6654222011566162,,
11,1799,,,,1.0,1.1654222011566162,,
11,1849,,,,0.25,1.9154222011566162,,
11,1883,,,,,,0.4000000059604645,1.7654218673706055
12,1899,,,,0.0,2.165422201156616,,
12,1949,,,,0.5,1.6654222011566162,,
12,1999,,,,0.5,1.6654222011566162,,
12,2040,,,,,,0.4000000059604645,1.7654218673706055
13,2049,,,,0.5,1.6654222011566162,,
13,2099,,,,0.75,1.4154222011566162,,
13,2149,,,,0.0,2.165422201156616,,
13,2197,,,,,,0.4000000059604645,1.7654218673706055
14,2199,,,,0.25,1.9154222011566162,,
14,2249,,,,0.25,1.9154222011566162,,
14,2299,,,,0.5,1.6654222011566162,,
14,2349,,,,0.5,1.6654222011566162,,
14,2354,,,,,,0.4000000059604645,1.7654218673706055
15,2399,,,,0.25,1.9154222011566162,,
15,2449,,,,0.75,1.4154222011566162,,
15,2499,,,,0.5,1.6654222011566162,,
15,2511,,,,,,0.4000000059604645,1.7654218673706055
16,2549,,,,0.25,1.9154222011566162,,
16,2599,,,,0.25,1.9154222011566162,,
16,2649,,,,0.0,2.165422201156616,,
16,2668,,,,,,0.4000000059604645,1.7654218673706055
17,2699,,,,0.0,2.165422201156616,,
17,2749,,,,0.0,2.165422201156616,,
17,2799,,,,0.75,1.4154222011566162,,
17,2825,,,,,,0.4000000059604645,1.7654218673706055
18,2849,,,,0.75,1.4154222011566162,,
18,2899,,,,0.5,1.6654222011566162,,
18,2949,,,,0.5,1.6654222011566162,,
18,2982,,,,,,0.4000000059604645,1.7654218673706055
19,2999,,,,0.5,1.6654222011566162,,
19,3049,,,,0.0,2.165422201156616,,
19,3099,,,,0.5,1.6654222011566162,,
19,3139,,,,,,0.4000000059604645,1.7654218673706055
20,3149,,,,0.0,2.165422201156616,,
20,3199,,,,0.25,1.9154222011566162,,
20,3249,,,,0.25,1.9154222011566162,,
20,3296,,,,,,0.4000000059604645,1.7654218673706055
21,3299,,,,0.25,1.9154222011566162,,
21,3349,,,,0.5,1.6654222011566162,,
21,3399,,,,0.0,2.165422201156616,,
21,3449,,,,0.25,1.9154222011566162,,
21,3453,,,,,,0.4000000059604645,1.7654218673706055
22,3499,,,,0.0,2.165422201156616,,
22,3549,,,,0.5,1.6654222011566162,,
22,3599,,,,0.75,1.4154222011566162,,
22,3610,,,,,,0.4000000059604645,1.7654218673706055
23,3649,,,,0.75,1.4154222011566162,,
23,3699,,,,0.0,2.165422201156616,,
23,3749,,,,0.5,1.6654222011566162,,
23,3767,,,,,,0.4000000059604645,1.7654218673706055
24,3799,,,,0.75,1.4154222011566162,,
24,3849,,,,0.5,1.6654222011566162,,
24,3899,,,,0.25,1.9154222011566162,,
24,3924,,,,,,0.4000000059604645,1.7654218673706055
25,3949,,,,0.0,2.165422201156616,,
25,3999,,,,0.25,1.9154222011566162,,
25,4049,,,,0.75,1.4154222011566162,,
25,4081,,,,,,0.4000000059604645,1.7654218673706055
26,4099,,,,0.0,2.165422201156616,,
26,4149,,,,0.5,1.665420413017273,,
26,4199,,,,0.5,1.6654222011566162,,
26,4238,,,,,,0.4000000059604645,1.7654218673706055
27,4249,,,,0.0,2.165422201156616,,
27,4299,,,,0.0,2.165422201156616,,
27,4349,,,,0.5,1.6654222011566162,,
27,4395,,,,,,0.4000000059604645,1.7654218673706055
28,4399,,,,0.0,2.165422201156616,,
28,4449,,,,0.5,1.6654222011566162,,
28,4499,,,,0.5,1.6654222011566162,,
28,4549,,,,0.0,2.165422201156616,,
28,4552,,,,,,0.4000000059604645,1.7654218673706055
29,4599,,,,0.75,1.4154222011566162,,
29,4649,,,,0.0,2.165422201156616,,
29,4699,,,,0.0,2.165422201156616,,
29,4709,,,,,,0.4000000059604645,1.7654218673706055
30,4749,,,,0.25,1.9154222011566162,,
30,4799,,,,0.5,1.6654222011566162,,
30,4849,,,,0.25,1.9154222011566162,,
30,4866,,,,,,0.4000000059604645,1.7654218673706055
31,4899,,,,0.5,1.6654222011566162,,
31,4949,,,,0.5,1.6654222011566162,,
31,4999,,,,0.75,1.4154222011566162,,
31,5023,,,,,,0.4000000059604645,1.7654218673706055
32,5049,,,,0.5,1.6654222011566162,,
32,5099,,,,0.5,1.6654222011566162,,
32,5149,,,,0.0,2.165422201156616,,
32,5180,,,,,,0.4000000059604645,1.7654218673706055
33,5199,,,,0.0,2.165422201156616,,
33,5249,,,,0.5,1.6654222011566162,,
33,5299,,,,0.25,1.9154222011566162,,
33,5337,,,,,,0.4000000059604645,1.7654218673706055
34,5349,,,,0.75,1.4154222011566162,,
34,5399,,,,0.25,1.9154222011566162,,
34,5449,,,,0.5,1.6654222011566162,,
34,5494,,,,,,0.4000000059604645,1.7654218673706055
35,5499,,,,0.25,1.9154222011566162,,
35,5549,,,,0.25,1.9154222011566162,,
35,5599,,,,0.25,1.9154222011566162,,
35,5649,,,,0.5,1.6654222011566162,,
35,5651,,,,,,0.4000000059604645,1.7654218673706055
36,5699,,,,0.5,1.6654222011566162,,
36,5749,,,,0.5,1.6654222011566162,,
36,5799,,,,0.25,1.9154222011566162,,
36,5808,,,,,,0.41041669249534607,1.7550052404403687
37,5849,,,,0.5,1.6654222011566162,,
37,5899,,,,0.5,1.6654222011566162,,
37,5949,,,,0.5,1.6654222011566162,,
37,5965,,,,,,0.41041669249534607,1.7550052404403687
38,5999,,,,0.5,1.6654222011566162,,
38,6049,,,,0.25,1.9154222011566162,,
38,6099,,,,0.5,1.6654222011566162,,
38,6122,,,,,,0.41041669249534607,1.7550052404403687
39,6149,,,,0.25,1.9154222011566162,,
39,6199,,,,0.75,1.4154222011566162,,
39,6249,,,,0.25,1.9154222011566162,,
39,6279,,,,,,0.41041669249534607,1.7550052404403687
40,6299,,,,0.5,1.6654222011566162,,
40,6349,,,,0.5,1.6654222011566162,,
40,6399,,,,0.5,1.6654222011566162,,
40,6436,,,,,,0.41041669249534607,1.7550052404403687
41,6449,,,,0.25,1.9154222011566162,,
41,6499,,,,0.5,1.6654222011566162,,
41,6549,,,,0.5,1.6654222011566162,,
41,6593,,,,,,0.41041669249534607,1.7550052404403687
42,6599,,,,0.25,1.9154222011566162,,
42,6649,,,,0.5,1.6654222011566162,,
42,6699,,,,0.5,1.6654222011566162,,
42,6749,,,,0.25,1.9154222011566162,,
42,6750,,,,,,0.41041669249534607,1.7550052404403687
43,6799,,,,0.0,2.165422201156616,,
43,6849,,,,0.5,1.6654222011566162,,
43,6899,,,,0.25,1.9154222011566162,,
43,6907,,,,,,0.41041669249534607,1.7550052404403687
44,6949,,,,0.25,1.9154222011566162,,
44,6999,,,,0.75,1.4154222011566162,,
44,7049,,,,0.0,2.165422201156616,,
44,7064,,,,,,0.41041669249534607,1.7550052404403687
45,7099,,,,0.5,1.6654222011566162,,
45,7149,,,,0.5,1.6654222011566162,,
45,7199,,,,0.25,1.9154222011566162,,
45,7221,,,,,,0.41041669249534607,1.7550052404403687
46,7249,,,,0.75,1.4154222011566162,,
46,7299,,,,0.75,1.4154222011566162,,
46,7349,,,,0.5,1.6654222011566162,,
46,7378,,,,,,0.41041669249534607,1.7550052404403687
47,7399,,,,0.0,2.165422201156616,,
47,7449,,,,0.5,1.6654222011566162,,
47,7499,,,,0.25,1.9154222011566162,,
47,7535,,,,,,0.41041669249534607,1.7550052404403687
48,7549,,,,0.75,1.4154222011566162,,
48,7599,,,,0.25,1.9154222011566162,,
48,7649,,,,0.75,1.4154222011566162,,
48,7692,,,,,,0.41041669249534607,1.7550052404403687
49,7699,,,,0.0,2.165422201156616,,
49,7749,,,,0.75,1.4154222011566162,,
49,7799,,,,0.0,2.165422201156616,,
49,7849,,,,0.0,2.165422201156616,,
49,7849,,,,,,0.41041669249534607,1.7550052404403687
50,7899,,,,0.5,1.6654222011566162,,
50,7949,,,,0.5,1.6654222011566162,,
50,7999,,,,0.75,1.4154222011566162,,
50,8006,,,,,,0.41041669249534607,1.7550052404403687
51,8049,,,,0.25,1.9154222011566162,,
51,8099,,,,0.25,1.9154222011566162,,
51,8149,,,,0.25,1.9154222011566162,,
51,8163,,,,,,0.41041669249534607,1.7550052404403687
52,8199,,,,1.0,1.1654222011566162,,
52,8249,,,,0.25,1.9154222011566162,,
52,8299,,,,0.25,1.9154222011566162,,
52,8320,,,,,,0.41041669249534607,1.7550052404403687
53,8349,,,,0.75,1.4154222011566162,,
53,8399,,,,0.25,1.9154222011566162,,
53,8449,,,,0.25,1.9154222011566162,,
53,8477,,,,,,0.41041669249534607,1.7550052404403687
54,8499,,,,0.75,1.4154222011566162,,
54,8549,,,,0.25,1.9154222011566162,,
54,8599,,,,0.5,1.6654222011566162,,
54,8634,,,,,,0.41041669249534607,1.7550052404403687
55,8649,,,,0.5,1.6654222011566162,,
55,8699,,,,0.25,1.9154222011566162,,
55,8749,,,,0.5,1.6654222011566162,,
55,8791,,,,,,0.41041669249534607,1.7550052404403687
56,8799,,,,0.5,1.6654222011566162,,
56,8849,,,,0.25,1.9154222011566162,,
56,8899,,,,0.75,1.4154222011566162,,
56,8948,,,,,,0.41041669249534607,1.7550052404403687
57,8949,,,,0.75,1.4154222011566162,,
57,8999,,,,0.25,1.9154222011566162,,
57,9049,,,,0.25,1.9154222011566162,,
57,9099,,,,0.75,1.4154222011566162,,
57,9105,,,,,,0.41041669249534607,1.7550052404403687
58,9149,,,,0.0,2.165422201156616,,
58,9199,,,,0.75,1.4154222011566162,,
58,9249,,,,0.0,2.165422201156616,,
58,9262,,,,,,0.41041669249534607,1.7550052404403687
59,9299,,,,0.25,1.9154222011566162,,
59,9349,,,,0.25,1.9154222011566162,,
59,9399,,,,0.75,1.4154222011566162,,
59,9419,,,,,,0.41041669249534607,1.7550052404403687
60,9449,,,,0.25,1.9154222011566162,,
60,9499,,,,0.75,1.4154222011566162,,
60,9549,,,,0.25,1.9154222011566162,,
60,9576,,,,,,0.41041669249534607,1.7550052404403687
61,9599,,,,0.25,1.9154222011566162,,
61,9649,,,,0.25,1.9154222011566162,,
61,9699,,,,0.25,1.9154222011566162,,
61,9733,,,,,,0.41041669249534607,1.7550052404403687
62,9749,,,,0.25,1.9154222011566162,,
62,9799,,,,0.25,1.9154222011566162,,
62,9849,,,,0.0,2.165422201156616,,
62,9890,,,,,,0.41041669249534607,1.7550052404403687
63,9899,,,,0.0,2.165422201156616,,
63,9949,,,,0.75,1.4154222011566162,,
63,9999,,,,0.0,2.165422201156616,,
63,10047,,,,,,0.41041669249534607,1.7550052404403687
64,10049,,,,0.25,1.9154222011566162,,
64,10099,,,,0.25,1.9154222011566162,,
64,10149,,,,0.0,2.165422201156616,,
64,10199,,,,0.5,1.6654222011566162,,
64,10204,,,,,,0.41041669249534607,1.7550052404403687
65,10249,,,,0.0,2.165422201156616,,
65,10299,,,,0.25,1.9154222011566162,,
65,10349,,,,0.25,1.9154222011566162,,
65,10361,,,,,,0.41041669249534607,1.7550052404403687
66,10399,,,,0.5,1.6654222011566162,,
66,10449,,,,0.0,2.165422201156616,,
66,10499,,,,0.5,1.6654222011566162,,
66,10518,,,,,,0.41041669249534607,1.7550052404403687
67,10549,,,,0.25,1.9154222011566162,,
67,10599,,,,0.5,1.6654222011566162,,
67,10649,,,,0.75,1.4154222011566162,,
67,10675,,,,,,0.41041669249534607,1.7550052404403687
68,10699,,,,0.25,1.9154222011566162,,
68,10749,,,,0.25,1.9154222011566162,,
68,10799,,,,0.5,1.6654222011566162,,
68,10832,,,,,,0.41041669249534607,1.7550052404403687
69,10849,,,,0.25,1.9154222011566162,,
69,10899,,,,0.25,1.9154222011566162,,
69,10949,,,,0.5,1.6654222011566162,,
69,10989,,,,,,0.41041669249534607,1.7550052404403687
70,10999,,,,0.0,2.165422201156616,,
