epoch,step,test_acc,test_f1,test_loss,train_acc,train_loss,valid_acc,valid_loss
0,49,,,,0.0,2.165422201156616,,
0,99,,,,0.25,1.9154222011566162,,
0,149,,,,0.25,1.9154222011566162,,
0,177,,,,,,0.09791666269302368,2.0675048828125
1,199,,,,0.25,1.9154222011566162,,
1,249,,,,0.0,2.165422201156616,,
1,299,,,,0.0,2.165422201156616,,
1,349,,,,0.0,2.165422201156616,,
1,355,,,,,,0.13208334147930145,2.033325433731079
2,399,,,,0.25,1.9154222011566162,,
2,449,,,,0.5,1.6654222011566162,,
2,499,,,,0.0,2.165422201156616,,
2,533,,,,,,0.13208334147930145,2.0333244800567627
3,549,,,,0.0,2.165422201156616,,
3,599,,,,0.0,2.165422201156616,,
3,649,,,,0.25,1.9154222011566162,,
3,699,,,,0.0,2.165422201156616,,
3,711,,,,,,0.13208334147930145,2.0333244800567627
4,749,,,,0.5,1.6654222011566162,,
4,799,,,,0.5,1.6654222011566162,,
4,849,,,,0.0,2.165422201156616,,
4,889,,,,,,0.13208334147930145,2.033323049545288
5,899,,,,0.0,2.165422201156616,,
5,949,,,,0.0,2.165422201156616,,
5,999,,,,0.0,2.165422201156616,,
5,1049,,,,0.0,2.165422201156616,,
5,1067,,,,,,0.14249999821186066,2.022880792617798
6,1099,,,,0.0,2.165422201156616,,
6,1149,,,,0.0,2.165422201156616,,
6,1199,,,,0.5,1.6654222011566162,,
6,1245,,,,,,0.17374999821186066,1.9935173988342285
7,1249,,,,0.25,1.9154222011566162,,
7,1299,,,,0.0,2.165422201156616,,
7,1349,,,,0.0,2.165422201156616,,
7,1399,,,,0.25,1.9154222011566162,,
7,1423,,,,,,0.13208334147930145,2.0333383083343506
8,1449,,,,0.25,1.9154222011566162,,
8,1499,,,,0.0,2.165422201156616,,
8,1549,,,,0.0,2.165422201156616,,
8,1599,,,,0.25,1.915421962738037,,
8,1601,,,,,,0.12166666984558105,2.0437519550323486
9,1649,,,,0.25,1.9154222011566162,,
9,1699,,,,0.0,2.165422201156616,,
9,1749,,,,0.0,2.165422201156616,,
9,1779,,,,,,0.13500000536441803,2.030076026916504
10,1799,,,,0.25,1.9154222011566162,,
10,1849,,,,0.0,2.165422201156616,,
10,1899,,,,0.0,2.165422201156616,,
10,1949,,,,0.0,2.165422201156616,,
10,1957,,,,,,0.12166666984558105,2.043754816055298
11,1999,,,,0.0,2.165422201156616,,
11,2049,,,,0.25,1.9154222011566162,,
11,2099,,,,0.0,2.165422201156616,,
11,2135,,,,,,0.12166666984558105,2.043754816055298
12,2149,,,,0.0,2.165422201156616,,
12,2199,,,,0.0,2.165422201156616,,
12,2249,,,,0.0,2.165422201156616,,
12,2299,,,,0.0,2.165422201156616,,
12,2313,,,,,,0.13500000536441803,2.030421495437622
13,2349,,,,0.0,2.165422201156616,,
13,2399,,,,0.0,2.165422201156616,,
13,2449,,,,0.5,1.6654222011566162,,
13,2491,,,,,,0.15583333373069763,2.009589910507202
14,2499,,,,0.0,2.165422201156616,,
14,2549,,,,0.0,2.165422201156616,,
14,2599,,,,0.5,1.6654222011566162,,
14,2649,,,,0.0,2.165422201156616,,
14,2669,,,,,,0.15583333373069763,2.0095901489257812
15,2699,,,,0.0,2.165422201156616,,
15,2749,,,,0.0,2.165422201156616,,
15,2799,,,,0.25,1.9154222011566162,,
15,2847,,,,,,0.18708331882953644,1.978347897529602
16,2849,,,,0.0,2.165422201156616,,
16,2899,,,,0.25,1.9154222011566162,,
16,2949,,,,0.5,1.6654222011566162,,
16,2999,,,,0.25,1.9154222011566162,,
16,3025,,,,,,0.18708331882953644,1.9805129766464233
17,3049,,,,0.0,2.165422201156616,,
17,3099,,,,0.25,1.9154222011566162,,
17,3149,,,,0.0,2.165422201156616,,
17,3199,,,,0.0,2.165422201156616,,
17,3203,,,,,,0.18708331882953644,1.9799200296401978
18,3249,,,,0.25,1.9154222011566162,,
18,3299,,,,0.0,2.165422201156616,,
18,3349,,,,0.0,2.165422201156616,,
