epoch,step,test_acc,test_f1,test_loss,train_acc,train_loss,valid_acc,valid_loss
0,49,,,,0.25,1.9154222011566162,,
0,99,,,,0.25,1.9154222011566162,,
0,149,,,,0.0,2.165422201156616,,
0,156,,,,,,0.12638889253139496,2.0390329360961914
1,199,,,,0.5,1.6654222011566162,,
1,249,,,,0.0,2.165422201156616,,
1,299,,,,0.25,1.9154222011566162,,
1,313,,,,,,0.10555555671453476,2.059866189956665
2,349,,,,0.0,2.165422201156616,,
2,399,,,,0.0,2.165422201156616,,
2,449,,,,0.25,1.9154222011566162,,
2,470,,,,,,0.10555555671453476,2.059861898422241
3,499,,,,0.25,1.9154222011566162,,
3,549,,,,0.0,2.164848566055298,,
3,599,,,,0.0,2.165422201156616,,
3,627,,,,,,0.10555555671453476,2.0590219497680664
4,649,,,,0.5,1.6654222011566162,,
4,699,,,,0.0,2.165422201156616,,
4,749,,,,0.0,2.165422201156616,,
4,784,,,,,,0.10555555671453476,2.0590689182281494
5,799,,,,0.0,2.165422201156616,,
5,849,,,,0.5,1.6654222011566162,,
5,899,,,,0.0,2.165422201156616,,
5,941,,,,,,0.10555555671453476,2.059864044189453
6,949,,,,0.25,1.9154222011566162,,
6,999,,,,0.25,1.9154222011566162,,
6,1049,,,,0.25,1.9154222011566162,,
6,1098,,,,,,0.10555555671453476,2.059861421585083
7,1099,,,,0.25,1.9154222011566162,,
7,1149,,,,0.0,2.165422201156616,,
7,1199,,,,0.25,1.9154222011566162,,
7,1249,,,,0.0,2.165422201156616,,
7,1255,,,,,,0.13680554926395416,2.0277397632598877
8,1299,,,,0.25,1.9154222011566162,,
8,1349,,,,0.0,2.165422201156616,,
8,1399,,,,0.25,1.9154222011566162,,
8,1412,,,,,,0.13680554926395416,2.028616189956665
9,1449,,,,0.25,1.9154222011566162,,
9,1499,,,,0.0,2.165422201156616,,
9,1549,,,,0.25,1.9154222011566162,,
9,1569,,,,,,0.23194444179534912,1.930039405822754
10,1599,,,,0.25,1.9154222011566162,,
10,1649,,,,0.0,2.165422201156616,,
10,1699,,,,0.0,2.165422201156616,,
10,1726,,,,,,0.24236111342906952,1.9225221872329712
11,1749,,,,0.0,2.165422201156616,,
11,1799,,,,0.25,1.9154222011566162,,
11,1849,,,,0.0,2.165422201156616,,
11,1883,,,,,,0.17986111342906952,1.9855607748031616
12,1899,,,,0.25,1.9154222011566162,,
12,1949,,,,0.25,1.9154222011566162,,
12,1999,,,,0.0,2.165422201156616,,
12,2040,,,,,,0.23055554926395416,1.9348663091659546
13,2049,,,,0.5,1.6654222011566162,,
13,2099,,,,0.0,2.165422201156616,,
13,2149,,,,0.25,1.9154222011566162,,
13,2197,,,,,,0.25138887763023376,1.9147554636001587
14,2199,,,,0.0,2.165422201156616,,
14,2249,,,,0.0,2.165422201156616,,
14,2299,,,,0.25,1.9154222011566162,,
14,2349,,,,0.5,1.6654222011566162,,
14,2354,,,,,,0.2631944417953491,1.90225088596344
15,2399,,,,0.0,2.165422201156616,,
15,2449,,,,0.25,1.9154222011566162,,
15,2499,,,,0.25,1.9154222011566162,,
15,2511,,,,,,0.2527777850627899,1.9111146926879883
16,2549,,,,0.25,1.9154222011566162,,
16,2599,,,,0.0,2.165422201156616,,
16,2649,,,,0.0,2.165422201156616,,
16,2668,,,,,,0.3673610985279083,1.7980607748031616
17,2699,,,,0.25,1.9154222011566162,,
17,2749,,,,0.25,1.9154222011566162,,
17,2799,,,,0.5,1.6654222011566162,,
17,2825,,,,,,0.3777777850627899,1.787644386291504
18,2849,,,,0.25,1.9154220819473267,,
18,2899,,,,0.5,1.6654222011566162,,
18,2949,,,,0.0,2.165422201156616,,
18,2982,,,,,,0.3673610985279083,1.7980607748031616
19,2999,,,,0.0,2.165422201156616,,
19,3049,,,,1.0,1.1765941381454468,,
19,3099,,,,0.25,1.9154222011566162,,
19,3139,,,,,,0.3673610985279083,1.7980607748031616
20,3149,,,,0.25,1.9154222011566162,,
20,3199,,,,0.0,2.165422201156616,,
20,3249,,,,0.5,1.6654222011566162,,
20,3296,,,,,,0.3777777850627899,1.7876440286636353
21,3299,,,,0.5,1.6654222011566162,,
21,3349,,,,0.25,1.9154222011566162,,
21,3399,,,,0.75,1.4154222011566162,,
21,3449,,,,0.0,2.165422201156616,,
21,3453,,,,,,0.3777777850627899,1.7876440286636353
22,3499,,,,0.5,1.6654222011566162,,
22,3549,,,,0.5,1.6654222011566162,,
22,3599,,,,0.25,1.9154222011566162,,
22,3610,,,,,,0.3777777850627899,1.7876440286636353
23,3649,,,,0.5,1.6654222011566162,,
23,3699,,,,0.25,1.9154222011566162,,
23,3749,,,,0.25,1.9154222011566162,,
23,3767,,,,,,0.3777777850627899,1.7876440286636353
24,3799,,,,0.25,1.9154222011566162,,
24,3849,,,,0.5,1.6654222011566162,,
24,3899,,,,0.25,1.9154222011566162,,
24,3924,,,,,,0.3777777850627899,1.7876440286636353
25,3949,,,,0.25,1.9154222011566162,,
25,3999,,,,0.5,1.6654222011566162,,
25,4049,,,,0.25,1.9154222011566162,,
25,4081,,,,,,0.3777777850627899,1.7876440286636353
26,4099,,,,0.25,1.9154222011566162,,
26,4149,,,,0.5,1.6654222011566162,,
26,4199,,,,0.0,2.165422201156616,,
26,4238,,,,,,0.41041669249534607,1.7550052404403687
27,4249,,,,0.0,2.165422201156616,,
27,4299,,,,0.5,1.6654222011566162,,
27,4349,,,,0.5,1.6654222011566162,,
27,4395,,,,,,0.41041669249534607,1.7550052404403687
28,4399,,,,0.25,1.9154222011566162,,
28,4449,,,,0.5,1.6654222011566162,,
28,4499,,,,0.25,1.9154222011566162,,
28,4549,,,,0.0,2.165422201156616,,
28,4552,,,,,,0.41041669249534607,1.7550052404403687
29,4599,,,,0.75,1.4154222011566162,,
29,4649,,,,0.25,1.9154222011566162,,
29,4699,,,,0.5,1.6654222011566162,,
29,4709,,,,,,0.41041669249534607,1.7550052404403687
30,4749,,,,0.0,2.165422201156616,,
30,4799,,,,0.0,2.165422201156616,,
30,4849,,,,0.25,1.9154222011566162,,
30,4866,,,,,,0.41041669249534607,1.7550052404403687
31,4899,,,,0.5,1.6654222011566162,,
31,4949,,,,0.5,1.6654222011566162,,
31,4999,,,,0.0,2.165422201156616,,
31,5023,,,,,,0.41041669249534607,1.7550052404403687
32,5049,,,,0.25,1.9154222011566162,,
32,5099,,,,0.25,1.9154222011566162,,
32,5149,,,,0.25,1.9154222011566162,,
32,5180,,,,,,0.41041669249534607,1.7550052404403687
33,5199,,,,0.25,1.9154222011566162,,
33,5249,,,,0.25,1.9154222011566162,,
33,5299,,,,0.25,1.9154222011566162,,
33,5337,,,,,,0.41041669249534607,1.7550052404403687
34,5349,,,,0.0,2.165422201156616,,
34,5399,,,,1.0,1.1654222011566162,,
34,5449,,,,0.5,1.6654222011566162,,
34,5494,,,,,,0.41041669249534607,1.7550052404403687
35,5499,,,,0.75,1.4154222011566162,,
35,5549,,,,0.75,1.4154222011566162,,
35,5599,,,,0.25,1.9154222011566162,,
35,5649,,,,0.5,1.6654222011566162,,
35,5651,,,,,,0.41041669249534607,1.7550052404403687
36,5699,,,,0.25,1.9154222011566162,,
36,5749,,,,0.0,2.165422201156616,,
36,5799,,,,0.25,1.9154222011566162,,
36,5808,,,,,,0.41041669249534607,1.7550052404403687
37,5849,,,,0.5,1.6654222011566162,,
