epoch,step,test_acc,test_f1,test_loss,train_acc,train_loss,valid_acc,valid_loss
0,49,,,,0.0,2.165422201156616,,
0,99,,,,0.5,1.6654222011566162,,
0,149,,,,0.0,2.165422201156616,,
0,156,,,,,,0.10972222685813904,2.0556890964508057
1,199,,,,0.0,2.165422201156616,,
1,249,,,,0.25,1.9154222011566162,,
1,299,,,,0.25,1.9154222011566162,,
1,313,,,,,,0.13055555522441864,2.034860372543335
2,349,,,,0.25,1.9154222011566162,,
2,399,,,,0.0,2.165422201156616,,
2,449,,,,0.25,1.9154222011566162,,
2,470,,,,,,0.10972222685813904,2.055699586868286
3,499,,,,0.0,2.165422201156616,,
3,549,,,,0.0,2.165422201156616,,
3,599,,,,0.0,2.165422201156616,,
3,627,,,,,,0.12013889104127884,2.0452828407287598
4,649,,,,0.25,1.9154222011566162,,
4,699,,,,0.5,1.6132311820983887,,
4,749,,,,0.0,2.165422201156616,,
4,784,,,,,,0.1319444477558136,2.033477306365967
5,799,,,,0.25,1.9154222011566162,,
5,849,,,,0.0,2.1654207706451416,,
5,899,,,,0.25,1.9154222011566162,,
5,941,,,,,,0.142361119389534,2.0230605602264404
6,949,,,,0.0,2.165422201156616,,
6,999,,,,0.0,2.165422201156616,,
6,1049,,,,0.25,1.9154222011566162,,
6,1098,,,,,,0.142361119389534,2.0230605602264404
7,1099,,,,0.5,1.6654222011566162,,
7,1149,,,,0.5,1.6654222011566162,,
7,1199,,,,0.25,1.9154222011566162,,
7,1249,,,,0.25,1.9154222011566162,,
7,1255,,,,,,0.142361119389534,2.0230605602264404
8,1299,,,,0.0,2.165422201156616,,
8,1349,,,,0.25,1.9154222011566162,,
8,1399,,,,0.25,1.9154222011566162,,
8,1412,,,,,,0.142361119389534,2.0230605602264404
9,1449,,,,0.25,1.9154222011566162,,
9,1499,,,,0.0,2.165422201156616,,
9,1549,,,,0.5,1.6654222011566162,,
9,1569,,,,,,0.142361119389534,2.0230605602264404
10,1599,,,,0.0,2.165422201156616,,
10,1649,,,,0.25,1.9154222011566162,,
10,1699,,,,0.25,1.9154222011566162,,
10,1726,,,,,,0.1319444477558136,2.033477306365967
11,1749,,,,0.0,2.165422201156616,,
11,1799,,,,0.25,1.9154222011566162,,
11,1849,,,,0.0,2.165422201156616,,
11,1883,,,,,,0.1319444477558136,2.033477306365967
12,1899,,,,0.25,1.9154222011566162,,
12,1949,,,,0.25,1.9154222011566162,,
12,1999,,,,0.25,1.9154222011566162,,
12,2040,,,,,,0.1319444477558136,2.033477306365967
13,2049,,,,0.25,1.9154222011566162,,
13,2099,,,,0.0,2.165422201156616,,
13,2149,,,,0.25,1.9154222011566162,,
13,2197,,,,,,0.1319444477558136,2.033477306365967
14,2199,,,,0.25,1.9154222011566162,,
14,2249,,,,0.25,1.9154222011566162,,
14,2299,,,,0.0,2.165422201156616,,
14,2349,,,,0.25,1.9154222011566162,,
14,2354,,,,,,0.1319444477558136,2.033477306365967
15,2399,,,,0.0,2.165422201156616,,
15,2449,,,,0.0,2.165422201156616,,
15,2499,,,,0.25,1.9154222011566162,,
15,2511,,,,,,0.1319444477558136,2.033477306365967
16,2549,,,,0.0,2.165422201156616,,
16,2599,,,,0.0,2.165422201156616,,
16,2649,,,,0.0,2.165422201156616,,
16,2668,,,,,,0.1319444477558136,2.033477306365967
17,2699,,,,0.5,1.6654222011566162,,
17,2749,,,,0.0,2.165422201156616,,
17,2799,,,,0.0,2.165422201156616,,
17,2825,,,,,,0.1319444477558136,2.033477306365967
18,2849,,,,0.25,1.9154222011566162,,
18,2899,,,,0.0,2.165422201156616,,
18,2949,,,,0.0,2.165422201156616,,
18,2982,,,,,,0.1319444477558136,2.033477306365967
19,2999,,,,0.25,1.9154222011566162,,
19,3049,,,,0.5,1.6654222011566162,,
19,3099,,,,0.0,2.165422201156616,,
19,3139,,,,,,0.1319444477558136,2.033477306365967
20,3149,,,,0.0,2.165422201156616,,
20,3199,,,,0.25,1.9154222011566162,,
20,3249,,,,0.25,1.9154222011566162,,
20,3296,,,,,,0.1319444477558136,2.033477306365967
21,3299,,,,0.0,2.165422201156616,,
21,3349,,,,0.0,2.165422201156616,,
21,3399,,,,0.0,2.165422201156616,,
21,3449,,,,0.25,1.9154222011566162,,
21,3453,,,,,,0.1319444477558136,2.033477306365967
22,3499,,,,0.0,2.165422201156616,,
22,3549,,,,0.0,2.165422201156616,,
22,3599,,,,0.25,1.9154222011566162,,
22,3610,,,,,,0.1319444477558136,2.033477306365967
23,3649,,,,0.0,2.165422201156616,,
23,3699,,,,0.25,1.9154222011566162,,
23,3749,,,,0.0,2.165422201156616,,
23,3767,,,,,,0.1319444477558136,2.033477306365967
24,3799,,,,0.0,2.165422201156616,,
24,3849,,,,0.0,2.165422201156616,,
24,3899,,,,0.25,1.9154222011566162,,
